"","inferred","true","numSitesAll","alpha_para","beta_para","missing_index","genotype_para","Method"
"191",1,1,20,0.1,0.1,0,"Binary","MO"
"192",1,1,20,0.1,0.1,0,"Binary","MO"
"193",1,1,20,0.1,0.1,0,"Binary","MO"
"194",1,1,20,0.1,0.1,0,"Binary","MO"
"195",1,1,20,0.1,0.1,0,"Binary","MO"
"196",1,1,20,0.1,0.1,0,"Binary","MO"
"197",1,1,20,0.1,0.1,0,"Binary","MO"
"198",1,1,20,0.1,0.1,0,"Binary","MO"
"199",1,1,20,0.1,0.1,0,"Binary","MO"
"200",1,1,20,0.1,0.1,0,"Binary","MO"
"201",1,1,20,0.2,0.2,0,"Binary","MO"
"202",1,1,20,0.2,0.2,0,"Binary","MO"
"203",1,1,20,0.2,0.2,0,"Binary","MO"
"204",1,1,20,0.2,0.2,0,"Binary","MO"
"205",1,1,20,0.2,0.2,0,"Binary","MO"
"206",1,1,20,0.2,0.2,0,"Binary","MO"
"207",1,1,20,0.2,0.2,0,"Binary","MO"
"208",1,1,20,0.2,0.2,0,"Binary","MO"
"209",1,1,20,0.2,0.2,0,"Binary","MO"
"210",1,1,20,0.2,0.2,0,"Binary","MO"
"211",0,1,20,0.2,0.2,0,"Binary","MO"
"212",1,1,20,0.2,0.2,0,"Binary","MO"
"213",1,1,20,0.2,0.2,0,"Binary","MO"
"214",1,1,20,0.2,0.2,0,"Binary","MO"
"215",1,1,20,0.2,0.2,0,"Binary","MO"
"216",1,1,20,0.2,0.2,0,"Binary","MO"
"217",1,1,20,0.2,0.2,0,"Binary","MO"
"218",1,1,20,0.2,0.2,0,"Binary","MO"
"219",1,1,20,0.2,0.2,0,"Binary","MO"
"220",1,1,20,0.2,0.2,0,"Binary","MO"
"221",1,1,20,0.2,0.2,0,"Binary","MO"
"222",1,1,20,0.2,0.2,0,"Binary","MO"
"223",1,1,20,0.2,0.2,0,"Binary","MO"
"224",1,1,20,0.2,0.2,0,"Binary","MO"
"225",1,1,20,0.2,0.2,0,"Binary","MO"
"226",1,1,20,0.2,0.2,0,"Binary","MO"
"227",0,1,20,0.2,0.2,0,"Binary","MO"
"228",1,1,20,0.2,0.2,0,"Binary","MO"
"229",1,1,20,0.2,0.2,0,"Binary","MO"
"230",1,1,20,0.2,0.2,0,"Binary","MO"
"231",1,1,20,0.2,0.2,0,"Binary","MO"
"232",1,1,20,0.2,0.2,0,"Binary","MO"
"233",1,1,20,0.2,0.2,0,"Binary","MO"
"234",1,1,20,0.2,0.2,0,"Binary","MO"
"235",1,1,20,0.2,0.2,0,"Binary","MO"
"236",1,1,20,0.2,0.2,0,"Binary","MO"
"237",0,1,20,0.2,0.2,0,"Binary","MO"
"238",1,1,20,0.2,0.2,0,"Binary","MO"
"239",1,1,20,0.2,0.2,0,"Binary","MO"
"240",1,1,20,0.2,0.2,0,"Binary","MO"
"241",1,1,20,0.2,0.2,0,"Binary","MO"
"242",1,1,20,0.2,0.2,0,"Binary","MO"
"243",1,1,20,0.2,0.2,0,"Binary","MO"
"244",1,1,20,0.2,0.2,0,"Binary","MO"
"245",1,1,20,0.2,0.2,0,"Binary","MO"
"246",1,1,20,0.2,0.2,0,"Binary","MO"
"247",1,1,20,0.2,0.2,0,"Binary","MO"
"248",1,1,20,0.2,0.2,0,"Binary","MO"
"249",1,1,20,0.2,0.2,0,"Binary","MO"
"250",1,1,20,0.2,0.2,0,"Binary","MO"
"251",1,1,20,0.2,0.2,0,"Binary","MO"
"252",1,1,20,0.2,0.2,0,"Binary","MO"
"253",1,1,20,0.2,0.2,0,"Binary","MO"
"254",1,1,20,0.2,0.2,0,"Binary","MO"
"255",1,1,20,0.2,0.2,0,"Binary","MO"
"256",1,1,20,0.2,0.2,0,"Binary","MO"
"257",1,1,20,0.2,0.2,0,"Binary","MO"
"258",0,1,20,0.2,0.2,0,"Binary","MO"
"259",1,1,20,0.2,0.2,0,"Binary","MO"
"260",1,1,20,0.2,0.2,0,"Binary","MO"
"261",1,1,20,0.2,0.2,0,"Binary","MO"
"262",1,1,20,0.2,0.2,0,"Binary","MO"
"263",1,1,20,0.2,0.2,0,"Binary","MO"
"264",1,1,20,0.2,0.2,0,"Binary","MO"
"265",1,1,20,0.2,0.2,0,"Binary","MO"
"266",1,1,20,0.2,0.2,0,"Binary","MO"
"267",1,1,20,0.2,0.2,0,"Binary","MO"
"268",1,1,20,0.2,0.2,0,"Binary","MO"
"269",1,1,20,0.2,0.2,0,"Binary","MO"
"270",1,1,20,0.2,0.2,0,"Binary","MO"
"271",1,1,20,0.2,0.2,0,"Binary","MO"
"272",1,1,20,0.2,0.2,0,"Binary","MO"
"273",0,1,20,0.2,0.2,0,"Binary","MO"
"274",1,1,20,0.2,0.2,0,"Binary","MO"
"275",1,1,20,0.2,0.2,0,"Binary","MO"
"276",1,1,20,0.2,0.2,0,"Binary","MO"
"277",1,1,20,0.2,0.2,0,"Binary","MO"
"278",1,1,20,0.2,0.2,0,"Binary","MO"
"279",1,1,20,0.2,0.2,0,"Binary","MO"
"280",0,1,20,0.2,0.2,0,"Binary","MO"
"281",1,1,20,0.2,0.2,0,"Binary","MO"
"282",1,1,20,0.2,0.2,0,"Binary","MO"
"283",1,1,20,0.2,0.2,0,"Binary","MO"
"284",1,1,20,0.2,0.2,0,"Binary","MO"
"285",1,1,20,0.2,0.2,0,"Binary","MO"
"286",1,1,20,0.2,0.2,0,"Binary","MO"
"287",1,1,20,0.2,0.2,0,"Binary","MO"
"288",1,1,20,0.2,0.2,0,"Binary","MO"
"289",1,1,20,0.2,0.2,0,"Binary","MO"
"290",1,1,20,0.2,0.2,0,"Binary","MO"
"291",1,1,20,0.2,0.2,0,"Binary","MO"
"292",1,1,20,0.2,0.2,0,"Binary","MO"
"293",1,1,20,0.2,0.2,0,"Binary","MO"
"294",0,1,20,0.2,0.2,0,"Binary","MO"
"295",1,1,20,0.2,0.2,0,"Binary","MO"
"296",1,1,20,0.2,0.2,0,"Binary","MO"
"297",1,1,20,0.2,0.2,0,"Binary","MO"
"298",0,1,20,0.2,0.2,0,"Binary","MO"
"299",1,1,20,0.2,0.2,0,"Binary","MO"
"300",1,1,20,0.2,0.2,0,"Binary","MO"
"301",0,1,20,0.4,0.4,0,"Binary","MO"
"302",1,1,20,0.4,0.4,0,"Binary","MO"
"303",1,1,20,0.4,0.4,0,"Binary","MO"
"304",0,1,20,0.4,0.4,0,"Binary","MO"
"305",0,1,20,0.4,0.4,0,"Binary","MO"
"306",1,1,20,0.4,0.4,0,"Binary","MO"
"307",1,1,20,0.4,0.4,0,"Binary","MO"
"308",1,1,20,0.4,0.4,0,"Binary","MO"
"309",0,1,20,0.4,0.4,0,"Binary","MO"
"310",1,1,20,0.4,0.4,0,"Binary","MO"
"311",0,1,20,0.4,0.4,0,"Binary","MO"
"312",0,1,20,0.4,0.4,0,"Binary","MO"
"313",0,1,20,0.4,0.4,0,"Binary","MO"
"314",0,1,20,0.4,0.4,0,"Binary","MO"
"315",0,1,20,0.4,0.4,0,"Binary","MO"
"316",1,1,20,0.4,0.4,0,"Binary","MO"
"317",0,1,20,0.4,0.4,0,"Binary","MO"
"318",0,1,20,0.4,0.4,0,"Binary","MO"
"319",0,1,20,0.4,0.4,0,"Binary","MO"
"320",0,1,20,0.4,0.4,0,"Binary","MO"
"321",0,1,20,0.4,0.4,0,"Binary","MO"
"322",0,1,20,0.4,0.4,0,"Binary","MO"
"323",1,1,20,0.4,0.4,0,"Binary","MO"
"324",0,1,20,0.4,0.4,0,"Binary","MO"
"325",1,1,20,0.4,0.4,0,"Binary","MO"
"326",1,1,20,0.4,0.4,0,"Binary","MO"
"327",0,1,20,0.4,0.4,0,"Binary","MO"
"328",0,1,20,0.4,0.4,0,"Binary","MO"
"329",1,1,20,0.4,0.4,0,"Binary","MO"
"330",1,1,20,0.4,0.4,0,"Binary","MO"
"331",1,1,20,0.4,0.4,0,"Binary","MO"
"332",0,1,20,0.4,0.4,0,"Binary","MO"
"333",1,1,20,0.4,0.4,0,"Binary","MO"
"334",1,1,20,0.4,0.4,0,"Binary","MO"
"335",1,1,20,0.4,0.4,0,"Binary","MO"
"336",0,1,20,0.4,0.4,0,"Binary","MO"
"337",0,1,20,0.4,0.4,0,"Binary","MO"
"338",0,1,20,0.4,0.4,0,"Binary","MO"
"339",0,1,20,0.4,0.4,0,"Binary","MO"
"340",1,1,20,0.4,0.4,0,"Binary","MO"
"341",1,1,20,0.4,0.4,0,"Binary","MO"
"342",0,1,20,0.4,0.4,0,"Binary","MO"
"343",0,1,20,0.4,0.4,0,"Binary","MO"
"344",1,1,20,0.4,0.4,0,"Binary","MO"
"345",0,1,20,0.4,0.4,0,"Binary","MO"
"346",0,1,20,0.4,0.4,0,"Binary","MO"
"347",0,1,20,0.4,0.4,0,"Binary","MO"
"348",0,1,20,0.4,0.4,0,"Binary","MO"
"349",0,1,20,0.4,0.4,0,"Binary","MO"
"350",0,1,20,0.4,0.4,0,"Binary","MO"
"351",1,1,20,0.4,0.4,0,"Binary","MO"
"352",1,1,20,0.4,0.4,0,"Binary","MO"
"353",0,1,20,0.4,0.4,0,"Binary","MO"
"354",0,1,20,0.4,0.4,0,"Binary","MO"
"355",1,1,20,0.4,0.4,0,"Binary","MO"
"356",0,1,20,0.4,0.4,0,"Binary","MO"
"357",1,1,20,0.4,0.4,0,"Binary","MO"
"358",0,1,20,0.4,0.4,0,"Binary","MO"
"359",0,1,20,0.4,0.4,0,"Binary","MO"
"360",0,1,20,0.4,0.4,0,"Binary","MO"
"361",0,1,20,0.4,0.4,0,"Binary","MO"
"362",1,1,20,0.4,0.4,0,"Binary","MO"
"363",0,1,20,0.4,0.4,0,"Binary","MO"
"364",1,1,20,0.4,0.4,0,"Binary","MO"
"365",1,1,20,0.4,0.4,0,"Binary","MO"
"366",0,1,20,0.4,0.4,0,"Binary","MO"
"367",1,1,20,0.4,0.4,0,"Binary","MO"
"368",1,1,20,0.4,0.4,0,"Binary","MO"
"369",0,1,20,0.4,0.4,0,"Binary","MO"
"370",1,1,20,0.4,0.4,0,"Binary","MO"
"371",0,1,20,0.4,0.4,0,"Binary","MO"
"372",0,1,20,0.4,0.4,0,"Binary","MO"
"373",1,1,20,0.4,0.4,0,"Binary","MO"
"374",0,1,20,0.4,0.4,0,"Binary","MO"
"375",0,1,20,0.4,0.4,0,"Binary","MO"
"376",0,1,20,0.4,0.4,0,"Binary","MO"
"377",0,1,20,0.4,0.4,0,"Binary","MO"
"378",0,1,20,0.4,0.4,0,"Binary","MO"
"379",1,1,20,0.4,0.4,0,"Binary","MO"
"380",0,1,20,0.4,0.4,0,"Binary","MO"
"381",0,1,20,0.4,0.4,0,"Binary","MO"
"382",0,1,20,0.4,0.4,0,"Binary","MO"
"383",0,1,20,0.4,0.4,0,"Binary","MO"
"384",0,1,20,0.4,0.4,0,"Binary","MO"
"385",0,1,20,0.4,0.4,0,"Binary","MO"
"386",0,1,20,0.4,0.4,0,"Binary","MO"
"387",0,1,20,0.4,0.4,0,"Binary","MO"
"388",1,1,20,0.4,0.4,0,"Binary","MO"
"389",1,1,20,0.4,0.4,0,"Binary","MO"
"390",0,1,20,0.4,0.4,0,"Binary","MO"
"391",0,1,20,0.4,0.4,0,"Binary","MO"
"392",0,1,20,0.4,0.4,0,"Binary","MO"
"393",0,1,20,0.4,0.4,0,"Binary","MO"
"394",1,1,20,0.4,0.4,0,"Binary","MO"
"395",1,1,20,0.4,0.4,0,"Binary","MO"
"396",0,1,20,0.4,0.4,0,"Binary","MO"
"397",0,1,20,0.4,0.4,0,"Binary","MO"
"398",1,1,20,0.4,0.4,0,"Binary","MO"
"399",0,1,20,0.4,0.4,0,"Binary","MO"
"400",0,1,20,0.4,0.4,0,"Binary","MO"
"401",1,1,20,0.05,0.05,10,"Binary","MO"
"402",1,1,20,0.05,0.05,10,"Binary","MO"
"403",1,1,20,0.05,0.05,10,"Binary","MO"
"404",1,1,20,0.05,0.05,10,"Binary","MO"
"405",1,1,20,0.05,0.05,10,"Binary","MO"
"406",1,1,20,0.05,0.05,10,"Binary","MO"
"407",1,1,20,0.05,0.05,10,"Binary","MO"
"408",1,1,20,0.05,0.05,10,"Binary","MO"
"409",1,1,20,0.05,0.05,10,"Binary","MO"
"410",0,1,20,0.05,0.05,10,"Binary","MO"
"411",1,1,20,0.05,0.05,10,"Binary","MO"
"412",1,1,20,0.05,0.05,10,"Binary","MO"
"413",1,1,20,0.05,0.05,10,"Binary","MO"
"414",1,1,20,0.05,0.05,10,"Binary","MO"
"415",1,1,20,0.05,0.05,10,"Binary","MO"
"416",1,1,20,0.05,0.05,10,"Binary","MO"
"417",1,1,20,0.05,0.05,10,"Binary","MO"
"418",1,1,20,0.05,0.05,10,"Binary","MO"
"419",1,1,20,0.05,0.05,10,"Binary","MO"
"420",1,1,20,0.05,0.05,10,"Binary","MO"
"421",1,1,20,0.05,0.05,10,"Binary","MO"
"422",1,1,20,0.05,0.05,10,"Binary","MO"
"423",1,1,20,0.05,0.05,10,"Binary","MO"
"424",1,1,20,0.05,0.05,10,"Binary","MO"
"425",1,1,20,0.05,0.05,10,"Binary","MO"
"426",1,1,20,0.05,0.05,10,"Binary","MO"
"427",1,1,20,0.05,0.05,10,"Binary","MO"
"428",1,1,20,0.05,0.05,10,"Binary","MO"
"429",1,1,20,0.05,0.05,10,"Binary","MO"
"430",1,1,20,0.05,0.05,10,"Binary","MO"
"431",0,1,20,0.05,0.05,10,"Binary","MO"
"432",1,1,20,0.05,0.05,10,"Binary","MO"
"433",1,1,20,0.05,0.05,10,"Binary","MO"
"434",0,1,20,0.05,0.05,10,"Binary","MO"
"435",1,1,20,0.05,0.05,10,"Binary","MO"
"436",1,1,20,0.05,0.05,10,"Binary","MO"
"437",1,1,20,0.05,0.05,10,"Binary","MO"
"438",1,1,20,0.05,0.05,10,"Binary","MO"
"439",1,1,20,0.05,0.05,10,"Binary","MO"
"440",1,1,20,0.05,0.05,10,"Binary","MO"
"441",1,1,20,0.05,0.05,10,"Binary","MO"
"442",1,1,20,0.05,0.05,10,"Binary","MO"
"443",1,1,20,0.05,0.05,10,"Binary","MO"
"444",1,1,20,0.05,0.05,10,"Binary","MO"
"445",1,1,20,0.05,0.05,10,"Binary","MO"
"446",1,1,20,0.05,0.05,10,"Binary","MO"
"447",1,1,20,0.05,0.05,10,"Binary","MO"
"448",1,1,20,0.05,0.05,10,"Binary","MO"
"449",1,1,20,0.05,0.05,10,"Binary","MO"
"450",1,1,20,0.05,0.05,10,"Binary","MO"
"451",1,1,20,0.05,0.05,10,"Binary","MO"
"452",1,1,20,0.05,0.05,10,"Binary","MO"
"453",1,1,20,0.05,0.05,10,"Binary","MO"
"454",1,1,20,0.05,0.05,10,"Binary","MO"
"455",1,1,20,0.05,0.05,10,"Binary","MO"
"456",1,1,20,0.05,0.05,10,"Binary","MO"
"457",1,1,20,0.05,0.05,10,"Binary","MO"
"458",0,1,20,0.05,0.05,10,"Binary","MO"
"459",1,1,20,0.05,0.05,10,"Binary","MO"
"460",0,1,20,0.05,0.05,10,"Binary","MO"
"461",1,1,20,0.05,0.05,10,"Binary","MO"
"462",1,1,20,0.05,0.05,10,"Binary","MO"
"463",1,1,20,0.05,0.05,10,"Binary","MO"
"464",1,1,20,0.05,0.05,10,"Binary","MO"
"465",1,1,20,0.05,0.05,10,"Binary","MO"
"466",1,1,20,0.05,0.05,10,"Binary","MO"
"467",1,1,20,0.05,0.05,10,"Binary","MO"
"468",1,1,20,0.05,0.05,10,"Binary","MO"
"469",1,1,20,0.05,0.05,10,"Binary","MO"
"470",1,1,20,0.05,0.05,10,"Binary","MO"
"471",1,1,20,0.05,0.05,10,"Binary","MO"
"472",1,1,20,0.05,0.05,10,"Binary","MO"
"473",1,1,20,0.05,0.05,10,"Binary","MO"
"474",1,1,20,0.05,0.05,10,"Binary","MO"
"475",1,1,20,0.05,0.05,10,"Binary","MO"
"476",1,1,20,0.05,0.05,10,"Binary","MO"
"477",1,1,20,0.05,0.05,10,"Binary","MO"
"478",1,1,20,0.05,0.05,10,"Binary","MO"
"479",1,1,20,0.05,0.05,10,"Binary","MO"
"480",1,1,20,0.05,0.05,10,"Binary","MO"
"481",1,1,20,0.05,0.05,10,"Binary","MO"
"482",1,1,20,0.05,0.05,10,"Binary","MO"
"483",1,1,20,0.05,0.05,10,"Binary","MO"
"484",1,1,20,0.05,0.05,10,"Binary","MO"
"485",1,1,20,0.05,0.05,10,"Binary","MO"
"486",1,1,20,0.05,0.05,10,"Binary","MO"
"487",1,1,20,0.05,0.05,10,"Binary","MO"
"488",1,1,20,0.05,0.05,10,"Binary","MO"
"489",1,1,20,0.05,0.05,10,"Binary","MO"
"490",1,1,20,0.05,0.05,10,"Binary","MO"
"491",1,1,20,0.05,0.05,10,"Binary","MO"
"492",1,1,20,0.05,0.05,10,"Binary","MO"
"493",1,1,20,0.05,0.05,10,"Binary","MO"
"494",1,1,20,0.05,0.05,10,"Binary","MO"
"495",1,1,20,0.05,0.05,10,"Binary","MO"
"496",1,1,20,0.05,0.05,10,"Binary","MO"
"497",0,1,20,0.05,0.05,10,"Binary","MO"
