"","selected_First_branch","selected_Second_branch","selected_br","cat"
"565",77,0,77,1
"566",73,0,73,1
"567",44,0,44,1
"568",91,0,91,1
"569",93,0,76,0
"570",44,0,44,1
"571",51,0,51,1
"572",57,0,76,0
"573",42,0,76,0
"574",92,0,76,0
"575",94,0,37,0
"576",73,0,73,1
"577",27,0,27,1
"578",99,0,99,1
"579",48,0,48,1
"580",76,0,76,1
"581",10,0,10,1
"582",76,0,76,1
"583",33,0,33,1
"584",63,0,63,1
"585",36,0,36,1
"586",81,0,81,1
"587",73,0,73,1
"588",21,0,21,1
"589",65,0,65,1
"590",65,0,65,1
"591",44,0,44,1
"592",65,0,65,1
"593",73,0,73,1
"594",48,0,76,0
"595",73,0,73,1
"596",64,0,64,1
"597",37,0,37,1
"598",81,0,81,1
"599",76,0,76,1
"600",39,0,39,1
"601",65,0,65,1
"602",36,0,37,0
"603",77,0,77,1
"604",37,0,37,1
"605",8,0,8,1
"606",99,0,99,1
"607",39,0,39,1
"608",55,0,76,0
"609",68,0,68,1
"610",48,0,48,1
"611",77,0,77,1
"612",93,0,76,0
"613",67,0,67,1
"614",37,0,37,1
"615",44,0,44,1
"616",94,0,94,1
"617",49,0,49,1
"618",40,0,40,1
"619",77,0,77,1
"620",77,0,77,1
"621",37,0,37,1
"622",27,0,27,1
"623",44,0,44,1
"624",77,0,77,1
"625",44,0,44,1
"626",76,0,76,1
"627",48,0,46,0
"628",37,0,37,1
"629",44,0,44,1
"630",8,0,8,1
"631",67,0,67,1
"632",94,0,94,1
"633",73,0,73,1
"634",76,0,37,0
"635",6,0,6,1
"636",92,0,76,0
"637",76,0,76,1
"638",48,0,48,1
"639",76,0,94,0
"640",75,0,76,0
"641",92,0,91,0
"642",41,0,41,1
"643",97,0,98,0
"644",86,0,86,1
"645",2,0,2,1
"646",47,0,47,1
"647",30,0,30,1
"648",86,0,86,1
"649",30,0,30,1
"650",45,0,45,1
"651",48,0,48,1
"652",41,0,41,1
"653",26,0,26,1
"654",89,0,89,1
"655",26,0,26,1
"656",48,0,48,1
"657",84,0,84,1
"658",89,0,89,1
"659",86,0,86,1
"660",30,0,30,1
"661",86,0,86,1
"662",98,0,86,0
"663",30,0,30,1
"664",19,0,19,1
"665",60,0,60,1
"666",24,0,90,0
"667",36,0,90,0
"668",67,0,90,0
"669",24,0,24,1
"670",74,0,74,1
"671",2,0,2,1
"672",84,0,84,1
"673",85,0,85,1
"674",21,0,21,1
"675",90,0,90,1
"676",90,0,90,1
"677",86,0,86,1
"678",84,0,84,1
"679",86,0,86,1
"680",99,0,99,1
"681",86,0,86,1
"682",79,0,79,1
"683",83,0,83,1
"684",79,0,79,1
"685",90,0,90,1
"686",74,0,74,1
"687",45,0,45,1
"688",25,0,25,1
"689",90,0,89,0
"690",2,0,2,1
"691",29,0,29,1
"692",18,0,90,0
"693",7,0,7,1
"694",83,0,83,1
"695",83,0,83,1
"696",23,0,23,1
"697",31,0,31,1
"698",74,0,74,1
"699",83,0,83,1
"700",83,0,83,1
"701",90,0,29,0
"702",24,0,24,1
"703",40,0,40,1
"704",89,0,89,1
"705",29,0,29,1
"706",76,0,90,0
"707",74,0,74,1
"708",86,0,86,1
"709",2,0,2,1
"710",29,0,29,1
"711",55,0,55,1
"712",26,0,26,1
"713",45,0,90,0
"714",26,0,26,1
"715",90,0,90,1
"716",86,0,86,1
"717",2,0,2,1
"718",7,0,7,1
"719",99,0,99,1
"720",80,0,80,1
"721",2,0,2,1
"722",47,0,47,1
"723",6,0,6,1
"724",70,0,70,1
"725",28,0,28,1
"726",83,0,83,1
"727",2,0,2,1
"728",52,0,69,0
"729",34,0,34,1
"730",52,0,47,0
"731",50,0,50,1
"732",46,0,46,1
"733",76,0,76,1
"734",94,0,69,0
"735",20,0,20,1
"736",76,0,76,1
"737",69,0,69,1
"738",24,0,24,1
"739",91,0,90,0
"740",46,0,46,1
"741",47,0,47,1
"742",2,0,2,1
"743",69,0,69,1
"744",46,0,46,1
"745",76,0,69,0
"746",71,0,72,0
"747",5,0,5,1
"748",2,0,2,1
"749",2,0,2,1
"750",90,0,90,1
"751",90,0,90,1
"752",2,0,2,1
"753",84,0,84,1
"754",83,0,83,1
"755",70,0,70,1
"756",69,0,69,1
"757",70,0,70,1
"758",2,0,2,1
"759",69,0,69,1
"760",90,0,90,1
"761",23,0,23,1
"762",80,0,80,1
"763",24,0,24,1
"764",23,0,23,1
"765",70,0,70,1
"766",60,0,60,1
"767",64,0,64,1
"768",70,0,70,1
"769",69,0,69,1
"770",30,0,30,1
"771",70,0,70,1
"772",30,0,30,1
"773",2,0,2,1
"774",47,0,47,1
"775",90,0,90,1
"776",50,0,50,1
"777",69,0,69,1
"778",95,0,95,1
"779",54,0,54,1
"780",23,0,23,1
"781",60,0,60,1
"782",76,0,76,1
"783",25,0,25,1
"784",61,0,69,0
"785",6,0,6,1
"786",61,0,61,1
"787",83,0,83,1
"788",28,0,28,1
"789",70,0,70,1
"790",69,0,69,1
"791",52,0,52,1
"792",90,0,90,1
"793",69,0,69,1
"794",69,0,69,1
"795",46,0,46,1
"796",59,0,60,0
"797",73,0,73,1
"798",76,0,76,1
"799",37,0,37,1
"800",69,0,69,1
"801",38,0,38,1
"802",66,0,66,1
"803",46,0,42,0
"804",99,0,64,0
"805",2,0,2,1
"806",95,0,95,1
"807",95,0,95,1
"808",42,0,42,1
"809",42,0,42,1
"810",81,0,81,1
"811",27,0,27,1
"812",68,0,69,0
"813",8,0,9,0
"814",91,0,91,1
"815",29,0,29,1
"816",29,0,29,1
"817",64,0,64,1
"818",65,0,65,1
"819",26,0,26,1
"820",35,0,64,0
"821",49,0,49,1
"822",10,0,10,1
"823",42,0,42,1
"824",11,0,11,1
"825",9,0,9,1
"826",78,0,78,1
"827",78,0,78,1
"828",42,0,42,1
"829",69,0,69,1
"830",90,0,90,1
"831",38,0,38,1
"832",64,0,64,1
"833",2,0,2,1
"834",30,0,29,0
"835",42,0,42,1
"836",42,0,42,1
"837",66,0,64,0
"838",5,0,64,0
"839",2,0,2,1
"840",64,0,64,1
"841",32,0,32,1
"842",74,0,74,1
"843",2,0,2,1
"844",29,0,29,1
"845",42,0,42,1
"846",9,0,9,1
"847",69,0,69,1
"848",39,0,64,0
"849",92,0,92,1
"850",42,0,42,1
"851",86,0,86,1
"852",65,0,65,1
"853",66,0,66,1
"854",92,0,64,0
"855",81,0,81,1
"856",26,0,26,1
"857",84,0,84,1
"858",89,0,89,1
"859",32,0,32,1
"860",42,0,42,1
"861",85,0,64,0
"862",95,0,95,1
"863",65,0,65,1
"864",38,0,38,1
"865",71,0,66,0
"866",64,0,66,0
"867",2,0,2,1
"868",90,0,90,1
"869",59,0,64,0
"870",77,0,77,1
"871",29,0,29,1
"872",50,0,50,1
"873",69,0,42,0
"874",81,0,81,1
"875",64,0,42,0
"876",42,0,42,1
"877",64,0,64,1
"878",64,0,64,1
"879",66,0,66,1
"880",54,0,57,0
"881",79,0,79,1
"882",3,0,3,1
"883",59,0,59,1
"884",29,0,25,0
"885",63,0,63,1
"886",57,0,65,0
"887",65,0,71,0
"888",63,0,63,1
"889",9,0,65,0
"890",67,0,66,0
"891",65,0,65,1
"892",63,0,63,1
"893",58,0,58,1
"894",63,0,63,1
"895",79,0,79,1
"896",46,0,46,1
"897",23,0,23,1
"898",71,0,71,1
"899",30,0,30,1
"900",21,0,21,1
"901",12,0,12,1
"902",63,0,63,1
"903",65,0,65,1
"904",55,0,55,1
"905",31,0,29,0
"906",63,0,63,1
"907",66,0,66,1
"908",91,0,91,1
"909",71,0,71,1
"910",63,0,63,1
"911",29,0,29,1
"912",71,0,71,1
"913",7,0,11,0
"914",63,0,63,1
"915",25,0,25,1
"916",63,0,63,1
"917",97,0,97,1
"918",74,0,74,1
"919",30,0,65,0
"920",63,0,63,1
"921",55,0,55,1
"922",71,0,71,1
"923",53,0,65,0
"924",63,0,63,1
"925",27,0,27,1
"926",71,0,65,0
"927",91,0,91,1
"928",39,0,40,0
"929",63,0,63,1
"930",39,0,39,1
"931",19,0,19,1
"932",91,0,91,1
"933",3,0,3,1
"934",53,0,53,1
"935",63,0,63,1
"936",65,0,65,1
"937",29,0,29,1
"938",11,0,11,1
"939",63,0,63,1
"940",63,0,63,1
"941",9,0,9,1
"942",74,0,74,1
"943",65,0,65,1
"944",26,0,26,1
"945",53,0,53,1
"946",65,0,65,1
"947",63,0,63,1
"948",30,0,30,1
"949",65,0,65,1
"950",74,0,74,1
"951",55,0,55,1
"952",74,0,74,1
"953",63,0,63,1
"954",30,0,30,1
"955",46,0,46,1
"956",11,0,11,1
"957",6,0,6,1
"958",2,0,2,1
"959",2,0,2,1
"960",93,0,93,1
"961",12,0,12,1
"962",28,0,28,1
"963",39,0,39,1
"964",7,0,7,1
"965",18,0,18,1
"966",4,0,54,0
"967",54,0,54,1
"968",5,0,5,1
"969",18,0,18,1
"970",65,0,65,1
"971",70,0,68,0
"972",54,0,54,1
"973",54,0,54,1
"974",27,0,27,1
"975",80,0,80,1
"976",76,0,76,1
"977",23,0,23,1
"978",27,0,27,1
"979",99,0,99,1
"980",65,0,65,1
"981",25,0,25,1
"982",16,0,16,1
"983",54,0,54,1
"984",89,0,89,1
"985",5,0,5,1
"986",54,0,54,1
"987",89,0,89,1
"988",55,0,55,1
"989",4,0,4,1
"990",39,0,39,1
"991",55,0,55,1
"992",27,0,27,1
"993",54,0,4,0
"994",24,0,27,0
"995",76,0,76,1
"996",24,0,24,1
"997",5,0,5,1
"998",4,0,4,1
"999",65,0,65,1
"1000",28,0,28,1
"1001",53,0,53,1
"1002",63,0,59,0
"1003",16,0,16,1
"1004",99,0,99,1
"1005",69,0,4,0
"1006",4,0,4,1
"1007",38,0,54,0
"1008",28,0,54,0
"1009",54,0,54,1
"1010",12,0,12,1
"1011",88,0,88,1
"1012",80,0,80,1
"1013",27,0,54,0
"1014",76,0,76,1
"1015",65,0,65,1
"1016",89,0,89,1
"1017",79,0,79,1
"1018",16,0,16,1
"1019",73,0,4,0
"1020",52,0,52,1
"1021",70,0,68,0
"1022",85,0,85,1
"1023",99,0,99,1
"1024",4,0,54,0
"1025",54,0,54,1
"1026",99,0,54,0
"1027",4,0,54,0
"1028",23,0,23,1
"1029",4,0,4,1
"1030",76,0,76,1
"1031",55,0,55,1
"1032",79,0,79,1
"1033",99,0,99,1
"1034",43,0,43,1
"1035",44,0,44,1
"1036",51,0,51,1
"1037",53,0,53,1
"1038",79,0,79,1
"1039",28,0,28,1
"1040",24,0,24,1
"1041",57,0,57,1
"1042",91,0,91,1
"1043",16,0,16,1
"1044",16,0,16,1
"1045",91,0,91,1
"1046",95,0,95,1
"1047",16,0,16,1
"1048",91,0,91,1
"1049",6,0,6,1
"1050",97,0,95,0
"1051",57,0,57,1
"1052",58,0,58,1
"1053",97,0,97,1
"1054",91,0,91,1
"1055",16,0,16,1
"1056",68,0,68,1
"1057",63,0,63,1
"1058",69,0,69,1
"1059",69,0,69,1
"1060",29,0,29,1
"1061",95,0,95,1
"1062",47,0,91,0
"1063",7,0,6,0
"1064",69,0,69,1
"1065",66,0,94,0
"1066",91,0,91,1
"1067",96,0,96,1
"1068",68,0,68,1
"1069",91,0,91,1
"1070",61,0,61,1
"1071",97,0,97,1
"1072",29,0,29,1
"1073",95,0,95,1
"1074",91,0,91,1
"1075",91,0,91,1
"1076",26,0,26,1
"1077",76,0,76,1
"1078",96,0,96,1
"1079",17,0,16,0
"1080",94,0,94,1
"1081",95,0,95,1
"1082",78,0,78,1
"1083",16,0,16,1
"1084",77,0,94,0
"1085",95,0,95,1
"1086",9,0,91,0
"1087",95,0,95,1
"1088",91,0,91,1
"1089",29,0,29,1
"1090",94,0,96,0
"1091",94,0,94,1
"1092",67,0,91,0
"1093",98,0,97,0
"1094",36,0,36,1
"1095",97,0,95,0
"1096",31,0,29,0
"1097",69,0,69,1
"1098",29,0,29,1
"1099",29,0,29,1
"1100",78,0,78,1
"1101",29,0,29,1
"1102",29,0,29,1
"1103",30,0,30,1
"1104",95,0,95,1
"1105",91,0,91,1
"1106",68,0,68,1
"1107",56,0,56,1
"1108",69,0,69,1
"1109",92,0,91,0
"1110",91,0,91,1
"1111",16,0,16,1
"1112",23,0,23,1
"1113",46,0,46,1
"1114",95,0,95,1
"1115",67,0,67,1
"1116",56,0,56,1
"1117",94,0,94,1
"1118",61,0,61,1
"1119",16,0,16,1
"1120",97,0,97,1
"1121",2,0,2,1
"1122",96,0,96,1
"1123",63,0,63,1
"1124",52,0,52,1
"1125",35,0,35,1
"1126",99,0,99,1
"1127",46,0,46,1
"1128",78,0,78,1
"1129",61,0,61,1
"1130",78,0,78,1
"1131",38,0,38,1
"1132",44,0,33,0
"1133",70,0,70,1
"1134",45,0,45,1
"1135",96,0,96,1
"1136",79,0,79,1
"1137",69,0,69,1
"1138",46,0,46,1
"1139",96,0,96,1
"1140",88,0,88,1
"1141",61,0,61,1
"1142",14,0,14,1
"1143",39,0,39,1
"1144",3,0,4,0
"1145",99,0,99,1
"1146",90,0,90,1
"1147",17,0,18,0
"1148",49,0,49,1
"1149",96,0,96,1
"1150",72,0,96,0
"1151",90,0,90,1
"1152",5,0,5,1
"1153",78,0,33,0
"1154",96,0,96,1
"1155",57,0,33,0
"1156",93,0,93,1
"1157",96,0,96,1
"1158",31,0,33,0
"1159",78,0,78,1
"1160",78,0,78,1
"1161",80,0,80,1
"1162",99,0,99,1
"1163",55,0,33,0
"1164",96,0,96,1
"1165",33,0,33,1
"1166",90,0,90,1
"1167",80,0,80,1
"1168",53,0,96,0
"1169",64,0,64,1
"1170",23,0,23,1
"1171",24,0,24,1
"1172",72,0,72,1
"1173",99,0,96,0
"1174",69,0,69,1
"1175",34,0,34,1
"1176",96,0,96,1
"1177",33,0,33,1
"1178",59,0,59,1
"1179",71,0,70,0
"1180",46,0,46,1
"1181",2,0,2,1
"1182",6,0,6,1
"1183",33,0,33,1
"1184",99,0,99,1
"1185",4,0,4,1
"1186",81,0,81,1
"1187",64,0,96,0
"1188",5,0,5,1
"1189",35,0,34,0
"1190",70,0,70,1
"1191",61,0,61,1
"1192",96,0,96,1
"1193",96,0,96,1
"1194",57,0,57,1
"1195",2,0,2,1
"1196",23,0,23,1
"1197",33,0,33,1
"1198",61,0,61,1
"1199",99,0,96,0
"1200",96,0,96,1
"1201",40,0,40,1
"1202",69,0,67,0
"1203",7,0,7,1
"1204",28,0,28,1
"1205",41,0,40,0
"1206",53,0,53,1
"1207",42,0,42,1
"1208",73,0,73,1
"1209",73,0,73,1
"1210",24,0,20,0
"1211",67,0,64,0
"1212",67,0,67,1
"1213",42,0,42,1
"1214",41,0,41,1
"1215",20,0,20,1
"1216",3,0,2,0
"1217",40,0,40,1
"1218",67,0,67,1
"1219",20,0,20,1
"1220",67,0,67,1
"1221",65,0,67,0
"1222",67,0,67,1
"1223",57,0,57,1
"1224",20,0,20,1
"1225",44,0,44,1
"1226",51,0,51,1
"1227",40,0,40,1
"1228",67,0,67,1
"1229",63,0,63,1
"1230",53,0,53,1
"1231",87,0,87,1
"1232",40,0,40,1
"1233",68,0,67,0
"1234",67,0,67,1
"1235",68,0,67,0
"1236",57,0,57,1
"1237",34,0,34,1
"1238",4,0,4,1
"1239",98,0,98,1
"1240",76,0,76,1
"1241",53,0,53,1
"1242",64,0,64,1
"1243",99,0,20,0
"1244",16,0,15,0
"1245",8,0,8,1
