"","selected_First_branch","selected_Second_branch","selected_br","cat"
"565",74,0,74,1
"566",72,0,74,0
"567",44,0,44,1
"568",88,0,88,1
"569",95,0,95,1
"570",44,0,44,1
"571",50,0,50,1
"572",54,0,54,1
"573",41,0,41,1
"574",92,0,92,1
"575",96,0,96,1
"576",68,0,68,1
"577",27,0,27,1
"578",97,0,97,1
"579",46,0,46,1
"580",74,0,74,1
"581",8,0,8,1
"582",74,0,74,1
"583",27,0,27,1
"584",56,0,56,1
"585",31,0,31,1
"586",80,0,80,1
"587",71,0,71,1
"588",21,0,21,1
"589",65,0,65,1
"590",65,0,65,1
"591",44,0,44,1
"592",65,0,65,1
"593",71,0,71,1
"594",46,0,46,1
"595",72,0,74,0
"596",63,0,63,1
"597",37,0,37,1
"598",80,0,80,1
"599",74,0,74,1
"600",40,0,40,1
"601",65,0,65,1
"602",30,0,30,1
"603",74,0,74,1
"604",39,0,39,1
"605",6,0,6,1
"606",97,0,97,1
"607",40,0,40,1
"608",54,0,54,1
"609",67,0,67,1
"610",46,0,46,1
"611",75,0,75,1
"612",92,0,92,1
"613",67,0,67,1
"614",37,0,37,1
"615",44,0,44,1
"616",96,0,96,1
"617",48,0,46,0
"618",40,0,40,1
"619",74,0,74,1
"620",74,0,74,1
"621",37,0,37,1
"622",27,0,27,1
"623",44,0,44,1
"624",74,0,74,1
"625",44,0,44,1
"626",74,0,74,1
"627",46,0,46,1
"628",35,0,35,1
"629",44,0,44,1
"630",5,0,5,1
"631",66,0,66,1
"632",96,0,96,1
"633",68,0,68,1
"634",74,0,74,1
"635",5,0,5,1
"636",92,0,92,1
"637",74,0,74,1
"638",46,0,46,1
"639",74,0,74,1
"640",73,0,73,1
"641",39,0,39,1
"642",54,0,54,1
"643",40,0,40,1
"644",8,0,8,1
"645",64,0,64,1
"646",15,0,15,1
"647",48,0,48,1
"648",83,0,83,1
"649",48,0,48,1
"650",95,0,95,1
"651",54,0,54,1
"652",96,0,96,1
"653",55,0,55,1
"654",54,0,54,1
"655",95,0,95,1
"656",74,0,74,1
"657",89,0,89,1
"658",52,0,52,1
"659",89,0,89,1
"660",54,0,54,1
"661",55,0,55,1
"662",75,0,75,1
"663",95,0,95,1
"664",45,0,45,1
"665",95,0,95,1
"666",95,0,95,1
"667",96,0,96,1
"668",95,0,95,1
"669",62,0,62,1
"670",95,0,95,1
"671",76,0,76,1
"672",64,0,64,1
"673",63,0,63,1
"674",16,0,16,1
"675",64,0,64,1
"676",75,0,75,1
"677",95,0,95,1
"678",77,0,77,1
"679",16,0,16,1
"680",95,0,95,1
"681",95,0,95,1
"682",54,0,54,1
"683",16,0,16,1
"684",64,0,63,0
"685",89,0,89,1
"686",78,0,78,1
"687",71,0,71,1
"688",74,0,74,1
"689",95,0,95,1
"690",89,0,89,1
"691",64,0,64,1
"692",89,0,89,1
"693",54,0,54,1
"694",22,0,22,1
"695",8,0,8,1
"696",40,0,63,0
"697",45,0,45,1
"698",24,0,24,1
"699",16,0,16,1
"700",75,0,75,1
"701",95,0,95,1
"702",16,0,16,1
"703",95,0,95,1
"704",73,0,73,1
"705",74,0,74,1
"706",57,0,57,1
"707",16,0,16,1
"708",51,0,51,1
"709",64,0,64,1
"710",94,0,94,1
"711",95,0,95,1
"712",11,0,11,1
"713",27,0,27,1
"714",63,0,63,1
"715",54,0,54,1
"716",8,0,8,1
"717",89,0,89,1
"718",16,0,16,1
"719",16,0,16,1
"720",71,0,71,1
"721",2,0,2,1
"722",28,0,28,1
"723",14,0,14,1
"724",67,0,67,1
"725",20,0,20,1
"726",72,0,72,1
"727",6,0,6,1
"728",44,0,44,1
"729",21,0,21,1
"730",45,0,45,1
"731",43,0,43,1
"732",28,0,28,1
"733",70,0,70,1
"734",87,0,87,1
"735",14,0,14,1
"736",70,0,70,1
"737",60,0,60,1
"738",14,0,14,1
"739",79,0,79,1
"740",28,0,28,1
"741",30,0,30,1
"742",2,0,2,1
"743",54,0,54,1
"744",28,0,28,1
"745",71,0,71,1
"746",69,0,69,1
"747",6,0,6,1
"748",2,0,2,1
"749",2,0,2,1
"750",75,0,75,1
"751",75,0,75,1
"752",6,0,6,1
"753",72,0,72,1
"754",72,0,72,1
"755",63,0,63,1
"756",54,0,54,1
"757",64,0,64,1
"758",2,0,2,1
"759",54,0,54,1
"760",74,0,76,0
"761",14,0,14,1
"762",72,0,72,1
"763",14,0,14,1
"764",14,0,14,1
"765",68,0,68,1
"766",48,0,48,1
"767",50,0,50,1
"768",68,0,70,0
"769",54,0,54,1
"770",21,0,21,1
"771",69,0,70,0
"772",21,0,21,1
"773",2,0,2,1
"774",28,0,28,1
"775",76,0,76,1
"776",41,0,41,1
"777",60,0,60,1
"778",94,0,94,1
"779",45,0,45,1
"780",14,0,14,1
"781",46,0,46,1
"782",70,0,70,1
"783",18,0,18,1
"784",50,0,50,1
"785",14,0,14,1
"786",50,0,50,1
"787",72,0,72,1
"788",20,0,20,1
"789",69,0,69,1
"790",63,0,63,1
"791",44,0,44,1
"792",76,0,76,1
"793",54,0,54,1
"794",58,0,58,1
"795",28,0,28,1
"796",46,0,46,1
"797",70,0,70,1
"798",71,0,71,1
"799",28,0,28,1
"800",54,0,54,1
"801",9,0,9,1
"802",72,0,72,1
"803",29,0,29,1
"804",99,0,99,1
"805",3,0,3,1
"806",98,0,98,1
"807",98,0,98,1
"808",21,0,9,0
"809",11,0,11,1
"810",80,0,9,0
"811",9,0,9,1
"812",72,0,72,1
"813",5,0,9,0
"814",92,0,92,1
"815",9,0,9,1
"816",9,0,9,1
"817",46,0,46,1
"818",64,0,64,1
"819",9,0,9,1
"820",9,0,9,1
"821",33,0,33,1
"822",6,0,6,1
"823",16,0,16,1
"824",9,0,9,1
"825",5,0,5,1
"826",75,0,75,1
"827",75,0,75,1
"828",16,0,16,1
"829",72,0,72,1
"830",91,0,91,1
"831",9,0,5,0
"832",61,0,61,1
"833",2,0,2,1
"834",9,0,9,1
"835",21,0,21,1
"836",16,0,16,1
"837",69,0,69,1
"838",5,0,5,1
"839",2,0,2,1
"840",42,0,42,1
"841",9,0,9,1
"842",72,0,72,1
"843",2,0,2,1
"844",9,0,9,1
"845",23,0,23,1
"846",6,0,6,1
"847",72,0,72,1
"848",9,0,9,1
"849",93,0,93,1
"850",17,0,17,1
"851",85,0,85,1
"852",65,0,65,1
"853",72,0,72,1
"854",94,0,94,1
"855",79,0,79,1
"856",9,0,9,1
"857",81,0,81,1
"858",87,0,87,1
"859",9,0,9,1
"860",26,0,26,1
"861",84,0,84,1
"862",99,0,99,1
"863",66,0,66,1
"864",9,0,9,1
"865",72,0,72,1
"866",45,0,45,1
"867",2,0,2,1
"868",91,0,91,1
"869",42,0,42,1
"870",72,0,72,1
"871",9,0,9,1
"872",33,0,33,1
"873",72,0,72,1
"874",79,0,79,1
"875",49,0,49,1
"876",25,0,9,0
"877",57,0,57,1
"878",46,0,46,1
"879",70,0,70,1
"880",33,0,33,1
"881",15,0,15,1
"882",72,0,72,1
"883",47,0,47,1
"884",72,0,72,1
"885",71,0,71,1
"886",81,0,81,1
"887",72,0,72,1
"888",28,0,28,1
"889",82,0,82,1
"890",81,0,81,1
"891",79,0,79,1
"892",72,0,72,1
"893",53,0,53,1
"894",38,0,38,1
"895",82,0,82,1
"896",48,0,48,1
"897",38,0,81,0
"898",37,0,37,1
"899",80,0,80,1
"900",81,0,98,0
"901",69,0,69,1
"902",51,0,51,1
"903",80,0,80,1
"904",82,0,82,1
"905",98,0,98,1
"906",82,0,82,1
"907",80,0,81,0
"908",72,0,72,1
"909",47,0,47,1
"910",82,0,82,1
"911",27,0,27,1
"912",80,0,80,1
"913",38,0,38,1
"914",72,0,72,1
"915",98,0,98,1
"916",84,0,84,1
"917",48,0,48,1
"918",80,0,80,1
"919",69,0,69,1
"920",82,0,82,1
"921",58,0,58,1
"922",72,0,72,1
"923",47,0,47,1
"924",82,0,82,1
"925",82,0,82,1
"926",95,0,95,1
"927",52,0,98,0
"928",80,0,80,1
"929",52,0,52,1
"930",38,0,38,1
"931",98,0,98,1
"932",9,0,9,1
"933",59,0,59,1
"934",79,0,79,1
"935",81,0,81,1
"936",47,0,47,1
"937",28,0,28,1
"938",78,0,78,1
"939",72,0,72,1
"940",28,0,28,1
"941",84,0,84,1
"942",81,0,81,1
"943",41,0,41,1
"944",81,0,81,1
"945",80,0,80,1
"946",48,0,48,1
"947",81,0,81,1
"948",82,0,82,1
"949",65,0,65,1
"950",82,0,82,1
"951",72,0,72,1
"952",48,0,48,1
"953",52,0,52,1
"954",29,0,28,0
"955",27,0,27,1
"956",38,0,81,0
"957",4,0,4,1
"958",4,0,4,1
"959",4,0,4,1
"960",98,0,98,1
"961",10,0,10,1
"962",16,0,16,1
"963",24,0,24,1
"964",9,0,9,1
"965",10,0,10,1
"966",2,0,2,1
"967",37,0,37,1
"968",5,0,5,1
"969",10,0,10,1
"970",52,0,52,1
"971",57,0,57,1
"972",36,0,36,1
"973",37,0,37,1
"974",10,0,10,1
"975",50,0,50,1
"976",83,0,83,1
"977",62,0,62,1
"978",10,0,10,1
"979",10,0,10,1
"980",97,0,97,1
"981",51,0,51,1
"982",10,0,10,1
"983",10,0,10,1
"984",37,0,86,0
"985",92,0,92,1
"986",5,0,5,1
"987",36,0,36,1
"988",92,0,92,1
"989",38,0,38,1
"990",2,0,2,1
"991",24,0,24,1
"992",37,0,37,1
"993",14,0,14,1
"994",37,0,37,1
"995",10,0,10,1
"996",62,0,62,1
"997",10,0,10,1
"998",5,0,5,1
"999",4,0,4,1
"1000",51,0,51,1
"1001",16,0,16,1
"1002",35,0,35,1
"1003",0,0,14,0
"1004",41,0,41,1
"1005",10,0,10,1
"1006",57,0,57,1
"1007",2,0,2,1
"1008",23,0,23,1
"1009",14,0,14,1
"1010",36,0,5,0
"1011",10,0,10,1
"1012",91,0,91,1
"1013",83,0,83,1
"1014",10,0,10,1
"1015",65,0,5,0
"1016",43,0,41,0
"1017",92,0,92,1
"1018",80,0,80,1
"1019",10,0,10,1
"1020",57,0,57,1
"1021",35,0,35,1
"1022",57,0,57,1
"1023",87,0,87,1
"1024",99,0,99,1
"1025",5,0,5,1
"1026",37,0,37,1
"1027",99,0,99,1
"1028",2,0,2,1
"1029",10,0,10,1
"1030",2,0,2,1
"1031",62,0,62,1
"1032",37,0,37,1
"1033",83,0,83,1
"1034",99,0,99,1
"1035",28,0,28,1
"1036",32,0,32,1
"1037",35,0,35,1
"1038",35,0,35,1
"1039",82,0,82,1
"1040",16,0,16,1
"1041",10,0,10,1
"1042",31,0,31,1
"1043",74,0,74,1
"1044",5,0,5,1
"1045",5,0,5,1
"1046",74,0,74,1
"1047",93,0,93,1
"1048",5,0,94,0
"1049",61,0,61,1
"1050",4,0,4,1
"1051",98,0,98,1
"1052",31,0,31,1
"1053",34,0,34,1
"1054",97,0,97,1
"1055",74,0,74,1
"1056",5,0,5,1
"1057",45,0,45,1
"1058",36,0,36,1
"1059",48,0,48,1
"1060",48,0,48,1
"1061",17,0,17,1
"1062",34,0,5,0
"1063",94,0,94,1
"1064",30,0,5,0
"1065",4,0,4,1
"1066",45,0,45,1
"1067",40,0,40,1
"1068",74,0,74,1
"1069",97,0,97,1
"1070",44,0,44,1
"1071",76,0,76,1
"1072",35,0,35,1
"1073",98,0,98,1
"1074",17,0,17,1
"1075",92,0,92,1
"1076",74,0,74,1
"1077",74,0,74,1
"1078",12,0,12,1
"1079",49,0,49,1
"1080",97,0,97,1
"1081",5,0,5,1
"1082",84,0,84,1
"1083",94,0,94,1
"1084",54,0,54,1
"1085",4,0,4,1
"1086",50,0,50,1
"1087",89,0,89,1
"1088",4,0,4,1
"1089",89,0,89,1
"1090",75,0,75,1
"1091",17,0,17,1
"1092",84,0,84,1
"1093",83,0,83,1
"1094",43,0,43,1
"1095",98,0,98,1
"1096",29,0,29,1
"1097",97,0,97,1
"1098",22,0,22,1
"1099",45,0,45,1
"1100",17,0,17,1
"1101",16,0,16,1
"1102",54,0,54,1
"1103",16,0,16,1
"1104",17,0,17,1
"1105",20,0,20,1
"1106",89,0,5,0
"1107",74,0,74,1
"1108",45,0,45,1
"1109",31,0,31,1
"1110",48,0,48,1
"1111",78,0,78,1
"1112",5,0,5,1
"1113",10,0,10,1
"1114",30,0,30,1
"1115",89,0,89,1
"1116",44,0,44,1
"1117",31,0,31,1
"1118",87,0,87,1
"1119",35,0,35,1
"1120",5,0,30,0
"1121",98,0,98,1
"1122",2,0,2,1
"1123",93,0,93,1
"1124",73,0,73,1
"1125",46,0,22,0
"1126",31,0,31,1
"1127",99,0,99,1
"1128",39,0,39,1
"1129",74,0,74,1
"1130",55,0,55,1
"1131",74,0,74,1
"1132",33,0,33,1
"1133",37,0,37,1
"1134",74,0,74,1
"1135",37,0,37,1
"1136",92,0,92,1
"1137",74,0,74,1
"1138",74,0,74,1
"1139",42,0,42,1
"1140",93,0,93,1
"1141",74,0,74,1
"1142",53,0,53,1
"1143",3,0,3,1
"1144",33,0,33,1
"1145",2,0,2,1
"1146",99,0,46,0
"1147",74,0,74,1
"1148",3,0,3,1
"1149",89,0,89,1
"1150",74,0,74,1
"1151",74,0,74,1
"1152",2,0,2,1
"1153",74,0,74,1
"1154",92,0,92,1
"1155",49,0,49,1
"1156",77,0,77,1
"1157",78,0,80,0
"1158",22,0,22,1
"1159",74,0,74,1
"1160",74,0,74,1
"1161",74,0,74,1
"1162",99,0,99,1
"1163",48,0,48,1
"1164",78,0,22,0
"1165",26,0,26,1
"1166",74,0,74,1
"1167",74,0,74,1
"1168",47,0,47,1
"1169",73,0,73,1
"1170",20,0,20,1
"1171",22,0,22,1
"1172",74,0,74,1
"1173",99,0,99,1
"1174",74,0,74,1
"1175",30,0,30,1
"1176",79,0,79,1
"1177",26,0,26,1
"1178",74,0,74,1
"1179",74,0,74,1
"1180",43,0,43,1
"1181",2,0,2,1
"1182",3,0,3,1
"1183",25,0,25,1
"1184",96,0,96,1
"1185",2,0,2,1
"1186",74,0,74,1
"1187",73,0,73,1
"1188",2,0,2,1
"1189",32,0,32,1
"1190",74,0,74,1
"1191",55,0,55,1
"1192",93,0,93,1
"1193",80,0,80,1
"1194",50,0,48,0
"1195",2,0,2,1
"1196",18,0,18,1
"1197",74,0,74,1
"1198",26,0,26,1
"1199",55,0,55,1
"1200",99,0,99,1
"1201",92,0,22,0
"1202",37,0,37,1
"1203",69,0,69,1
"1204",5,0,5,1
"1205",28,0,28,1
"1206",37,0,37,1
"1207",46,0,46,1
"1208",37,0,37,1
"1209",73,0,52,0
"1210",73,0,73,1
"1211",27,0,27,1
"1212",60,0,60,1
"1213",69,0,69,1
"1214",3,0,3,1
"1215",37,0,37,1
"1216",37,0,37,1
"1217",18,0,18,1
"1218",2,0,2,1
"1219",60,0,60,1
"1220",18,0,18,1
"1221",59,0,52,0
"1222",57,0,57,1
"1223",60,0,60,1
"1224",52,0,52,1
"1225",15,0,15,1
"1226",39,0,39,1
"1227",41,0,41,1
"1228",34,0,34,1
"1229",60,0,60,1
"1230",52,0,52,1
"1231",46,0,46,1
"1232",94,0,94,1
"1233",34,0,34,1
"1234",69,0,69,1
"1235",60,0,60,1
"1236",69,0,69,1
"1237",51,0,51,1
"1238",34,0,34,1
"1239",2,0,2,1
"1240",98,0,98,1
"1241",78,0,78,1
"1242",46,0,46,1
"1243",54,0,54,1
"1244",99,0,99,1
"1245",11,0,11,1
