"","selected_First_branch","selected_Second_branch","selected_br","cat"
"108",71,0,71,1
"109",71,0,71,1
"110",5,0,5,1
"111",2,0,2,1
"112",83,0,83,1
"113",13,0,13,1
"114",89,0,89,1
"115",89,0,89,1
"116",5,0,5,1
"117",49,0,5,0
"118",13,0,13,1
"119",90,0,90,1
"120",5,0,5,1
"121",72,0,72,1
"122",12,0,12,1
"123",12,0,12,1
"124",66,0,66,1
"125",85,0,85,1
"126",54,0,54,1
"127",13,0,13,1
"128",52,0,54,0
"129",78,0,78,1
"130",66,0,66,1
"131",72,0,72,1
"132",92,0,92,1
"133",4,0,4,1
"134",23,0,23,1
"135",30,0,30,1
"136",57,0,57,1
"137",47,0,47,1
"138",27,0,27,1
"139",4,0,4,1
"140",72,0,72,1
"141",42,0,42,1
"142",85,0,85,1
"143",66,0,66,1
"144",57,0,57,1
"145",82,0,82,1
"146",33,0,33,1
"147",57,0,57,1
"148",18,0,18,1
"149",85,0,85,1
"150",57,0,57,1
"151",42,0,42,1
"152",8,0,8,1
"153",49,0,49,1
"154",86,0,86,1
"155",42,0,42,1
"156",66,0,66,1
"157",85,0,85,1
"158",45,0,45,1
"159",24,0,24,1
"160",4,0,4,1
"161",76,0,76,1
"162",2,0,2,1
"163",76,0,76,1
"164",64,0,64,1
"165",93,0,93,1
"166",46,0,46,1
"167",76,0,23,0
"168",2,0,2,1
"169",48,0,48,1
"170",97,0,97,1
"171",93,0,93,1
"172",76,0,76,1
"173",76,0,76,1
"174",88,0,92,0
"175",76,0,76,1
"176",65,0,65,1
"177",66,0,66,1
"178",79,0,79,1
"179",97,0,97,1
"180",9,0,9,1
"181",97,0,97,1
"182",79,0,79,1
"183",64,0,64,1
"184",92,0,92,1
"185",76,0,76,1
"186",23,0,23,1
"187",2,0,2,1
"188",86,0,86,1
"189",76,0,76,1
"190",76,0,76,1
"191",39,0,39,1
"192",86,0,86,1
"193",97,0,97,1
"194",79,0,79,1
"195",86,0,86,1
"196",56,0,56,1
"197",86,0,86,1
"198",86,0,86,1
"199",61,0,76,0
"200",76,0,76,1
"201",33,0,33,1
"202",37,0,37,1
"203",56,0,56,1
"204",76,0,76,1
"205",53,0,53,1
"206",77,0,77,1
"207",72,0,72,1
"208",56,0,56,1
"209",12,0,12,1
"210",59,0,56,0
"211",4,0,4,1
"212",78,0,78,1
"213",37,0,37,1
"214",30,0,30,1
"215",46,0,37,0
"216",12,0,12,1
"217",34,0,34,1
"218",32,0,37,0
"219",75,0,75,1
"220",46,0,46,1
"221",21,0,21,1
"222",75,0,75,1
"223",75,0,75,1
"224",99,0,99,1
"225",92,0,92,1
"226",49,0,50,0
"227",67,0,67,1
"228",38,0,38,1
"229",25,0,25,1
"230",66,0,66,1
"231",66,0,66,1
"232",56,0,56,1
"233",99,0,99,1
"234",72,0,72,1
"235",69,0,69,1
"236",90,0,90,1
"237",90,0,90,1
"238",90,0,90,1
"239",12,0,12,1
"240",25,0,25,1
"241",7,0,7,1
"242",80,0,80,1
"243",2,0,2,1
"244",95,0,95,1
"245",29,0,29,1
"246",91,0,91,1
"247",56,0,80,0
"248",71,0,71,1
"249",38,0,38,1
"250",43,0,43,1
"251",7,0,7,1
"252",43,0,43,1
"253",73,0,73,1
"254",98,0,98,1
"255",98,0,98,1
"256",51,0,51,1
"257",60,0,60,1
"258",2,0,2,1
"259",19,0,19,1
"260",80,0,80,1
"261",95,0,95,1
"262",4,0,4,1
"263",76,0,76,1
"264",20,0,20,1
"265",38,0,38,1
"266",80,0,80,1
"267",39,0,39,1
"268",46,0,80,0
"269",41,0,80,0
"270",19,0,19,1
"271",80,0,91,0
"272",80,0,80,1
"273",91,0,91,1
"274",80,0,80,1
"275",95,0,95,1
"276",4,0,4,1
"277",81,0,79,0
"278",98,0,98,1
"279",91,0,91,1
"280",91,0,91,1
"281",70,0,70,1
"282",65,0,65,1
"283",86,0,65,0
"284",87,0,87,1
"285",24,0,24,1
"286",66,0,66,1
"287",68,0,68,1
"288",32,0,32,1
"289",65,0,65,1
"290",65,0,65,1
"291",22,0,65,0
"292",80,0,80,1
"293",92,0,92,1
"294",75,0,75,1
"295",4,0,4,1
"296",65,0,65,1
"297",52,0,52,1
"298",57,0,57,1
"299",80,0,80,1
"300",2,0,2,1
"301",57,0,57,1
"302",87,0,87,1
"303",86,0,65,0
"304",48,0,48,1
"305",23,0,23,1
"306",65,0,65,1
"307",26,0,26,1
"308",77,0,77,1
"309",12,0,12,1
"310",65,0,65,1
"311",92,0,92,1
"312",42,0,42,1
"313",5,0,5,1
"314",74,0,74,1
"315",74,0,74,1
"316",11,0,11,1
"317",65,0,65,1
"318",45,0,44,0
"319",57,0,57,1
"320",10,0,10,1
"321",2,0,2,1
"322",19,0,19,1
"323",2,0,2,1
"324",2,0,2,1
"325",2,0,2,1
"326",14,0,14,1
"327",2,0,2,1
"328",2,0,2,1
"329",40,0,40,1
"330",56,0,56,1
"331",4,0,4,1
"332",61,0,61,1
"333",44,0,41,0
"334",19,0,19,1
"335",66,0,66,1
"336",68,0,68,1
"337",91,0,91,1
"338",50,0,50,1
"339",2,0,2,1
"340",40,0,40,1
"341",17,0,17,1
"342",66,0,66,1
"343",95,0,95,1
"344",17,0,23,0
"345",2,0,2,1
"346",2,0,2,1
"347",23,0,23,1
"348",66,0,66,1
"349",2,0,2,1
"350",71,0,71,1
"351",71,0,71,1
"352",71,0,71,1
"353",56,0,56,1
"354",2,0,2,1
"355",11,0,11,1
"356",45,0,41,0
"357",5,0,5,1
"358",6,0,6,1
"359",39,0,39,1
"360",41,0,41,1
"361",30,0,26,0
"362",9,0,9,1
"363",50,0,50,1
"364",12,0,12,1
"365",50,0,50,1
"366",74,0,74,1
"367",74,0,50,0
"368",2,0,2,1
"369",74,0,99,0
"370",79,0,79,1
"371",2,0,2,1
"372",92,0,74,0
"373",2,0,2,1
"374",48,0,50,0
"375",74,0,74,1
"376",50,0,50,1
"377",61,0,61,1
"378",78,0,78,1
"379",17,0,74,0
"380",43,0,99,0
"381",2,0,2,1
"382",90,0,90,1
"383",44,0,74,0
"384",74,0,74,1
"385",99,0,99,1
"386",74,0,74,1
"387",34,0,34,1
"388",53,0,53,1
"389",34,0,34,1
"390",98,0,98,1
"391",90,0,90,1
"392",90,0,90,1
"393",53,0,53,1
"394",90,0,90,1
"395",34,0,34,1
"396",74,0,74,1
"397",53,0,53,1
"398",91,0,91,1
"399",99,0,99,1
"400",89,0,89,1
"401",22,0,46,0
"402",3,0,3,1
"403",46,0,46,1
"404",35,0,35,1
"405",46,0,46,1
"406",58,0,58,1
"407",39,0,39,1
"408",18,0,18,1
"409",14,0,14,1
"410",31,0,31,1
"411",33,0,33,1
"412",62,0,62,1
"413",28,0,28,1
"414",46,0,46,1
"415",39,0,46,0
"416",30,0,28,0
"417",2,0,2,1
"418",60,0,58,0
"419",51,0,51,1
"420",51,0,51,1
"421",48,0,48,1
"422",24,0,24,1
"423",61,0,61,1
"424",46,0,46,1
"425",76,0,76,1
"426",48,0,48,1
"427",98,0,98,1
"428",54,0,54,1
"429",14,0,14,1
"430",76,0,76,1
"431",23,0,23,1
"432",36,0,33,0
"433",61,0,61,1
"434",40,0,40,1
"435",58,0,58,1
"436",28,0,28,1
"437",61,0,61,1
"438",73,0,73,1
"439",46,0,31,0
"440",24,0,24,1
"441",93,0,93,1
"442",72,0,72,1
"443",37,0,37,1
"444",72,0,72,1
"445",59,0,59,1
"446",93,0,93,1
"447",59,0,59,1
"448",63,0,63,1
"449",76,0,76,1
"450",94,0,94,1
"451",72,0,72,1
"452",61,0,61,1
"453",38,0,38,1
"454",34,0,34,1
"455",64,0,64,1
"456",72,0,72,1
"457",63,0,63,1
"458",44,0,44,1
"459",64,0,64,1
"460",44,0,44,1
"461",59,0,59,1
"462",59,0,59,1
"463",64,0,64,1
"464",37,0,37,1
"465",75,0,75,1
"466",92,0,92,1
"467",18,0,18,1
"468",63,0,63,1
"469",94,0,94,1
"470",50,0,50,1
"471",37,0,37,1
"472",93,0,93,1
"473",54,0,54,1
"474",82,0,81,0
"475",26,0,26,1
"476",47,0,47,1
"477",44,0,94,0
"478",37,0,37,1
"479",94,0,94,1
"480",37,0,37,1
"481",7,0,6,0
"482",41,0,41,1
"483",70,0,70,1
"484",98,0,98,1
"485",23,0,23,1
"486",6,0,6,1
"487",20,0,20,1
"488",63,0,63,1
"489",2,0,2,1
"490",98,0,98,1
"491",41,0,41,1
"492",36,0,36,1
"493",37,0,37,1
"494",10,0,10,1
"495",24,0,24,1
"496",71,0,71,1
"497",6,0,6,1
"498",79,0,79,1
"499",28,0,28,1
"500",41,0,41,1
"501",41,0,41,1
"502",3,0,3,1
"503",2,0,2,1
"504",6,0,6,1
"505",20,0,20,1
"506",79,0,79,1
"507",70,0,70,1
"508",99,0,99,1
"509",70,0,70,1
"510",73,0,73,1
"511",41,0,41,1
"512",70,0,70,1
"513",96,0,70,0
"514",46,0,46,1
"515",3,0,3,1
"516",99,0,99,1
"517",32,0,70,0
"518",2,0,2,1
"519",70,0,70,1
"520",2,0,2,1
"521",70,0,70,1
"522",12,0,12,1
"523",89,0,6,0
"524",12,0,12,1
"525",14,0,14,1
"526",53,0,53,1
"527",6,0,6,1
"528",43,0,6,0
"529",8,0,8,1
"530",74,0,74,1
"531",74,0,74,1
"532",5,0,5,1
"533",63,0,63,1
"534",13,0,13,1
"535",3,0,3,1
"536",33,0,33,1
"537",27,0,27,1
"538",8,0,8,1
"539",95,0,95,1
"540",99,0,99,1
"541",27,0,27,1
"542",11,0,13,0
"543",49,0,49,1
"544",64,0,64,1
"545",74,0,74,1
"546",43,0,43,1
"547",14,0,14,1
"548",51,0,51,1
"549",86,0,86,1
"550",14,0,14,1
"551",74,0,74,1
"552",33,0,33,1
"553",10,0,10,1
"554",14,0,14,1
"555",12,0,12,1
"556",12,0,12,1
"557",6,0,6,1
"558",5,0,5,1
"559",74,0,74,1
"560",74,0,74,1
"561",2,0,2,1
"562",64,0,64,1
"563",41,0,45,0
"564",57,0,57,1
"565",4,0,4,1
"566",21,0,21,1
"567",57,0,57,1
"568",2,0,2,1
"569",76,0,76,1
"570",23,0,23,1
"571",55,0,55,1
"572",20,0,20,1
"573",2,0,2,1
"574",58,0,58,1
"575",2,0,2,1
"576",45,0,45,1
"577",43,0,43,1
"578",10,0,10,1
"579",43,0,43,1
"580",68,0,68,1
"581",8,0,8,1
"582",58,0,58,1
"583",63,0,63,1
"584",93,0,93,1
"585",2,0,2,1
"586",69,0,68,0
"587",2,0,2,1
"588",89,0,41,0
"589",38,0,38,1
"590",45,0,45,1
"591",22,0,22,1
"592",5,0,5,1
"593",43,0,45,0
"594",82,0,82,1
"595",41,0,41,1
"596",31,0,31,1
"597",58,0,58,1
"598",58,0,58,1
"599",57,0,57,1
"600",38,0,38,1
"601",59,0,26,0
"602",99,0,99,1
"603",99,0,99,1
"604",71,0,71,1
"605",3,0,3,1
"606",22,0,22,1
"607",82,0,82,1
"608",99,0,99,1
"609",40,0,40,1
"610",89,0,89,1
"611",15,0,15,1
"612",22,0,22,1
"613",40,0,40,1
"614",99,0,26,0
"615",40,0,40,1
"616",2,0,2,1
"617",99,0,99,1
"618",99,0,99,1
"619",87,0,87,1
"620",14,0,14,1
"621",99,0,99,1
"622",99,0,99,1
"623",89,0,89,1
"624",59,0,59,1
"625",75,0,75,1
"626",34,0,34,1
"627",3,0,3,1
"628",4,0,4,1
"629",48,0,26,0
"630",87,0,87,1
"631",41,0,40,0
"632",18,0,18,1
"633",68,0,70,0
"634",90,0,90,1
"635",22,0,22,1
"636",75,0,75,1
"637",53,0,53,1
"638",99,0,99,1
"639",23,0,23,1
"640",42,0,42,1
"641",17,0,91,0
"642",67,0,67,1
"643",57,0,57,1
"644",9,0,9,1
"645",22,0,91,0
"646",67,0,67,1
"647",74,0,74,1
"648",64,0,91,0
"649",15,0,15,1
"650",9,0,9,1
"651",67,0,67,1
"652",57,0,57,1
"653",65,0,50,0
"654",49,0,49,1
"655",85,0,85,1
"656",9,0,9,1
"657",15,0,15,1
"658",41,0,41,1
"659",92,0,92,1
"660",25,0,5,0
"661",92,0,92,1
"662",96,0,96,1
"663",42,0,42,1
"664",81,0,81,1
"665",2,0,2,1
"666",39,0,39,1
"667",85,0,85,1
"668",80,0,80,1
"669",11,0,11,1
"670",5,0,5,1
"671",91,0,91,1
"672",91,0,57,0
"673",98,0,98,1
"674",59,0,57,0
"675",5,0,5,1
"676",74,0,74,1
"677",67,0,67,1
"678",5,0,5,1
"679",2,0,2,1
"680",12,0,91,0
"681",44,0,44,1
"682",35,0,35,1
"683",78,0,78,1
"684",4,0,2,0
"685",3,0,3,1
"686",23,0,23,1
"687",13,0,13,1
"688",43,0,43,1
"689",78,0,78,1
"690",23,0,23,1
"691",44,0,44,1
"692",44,0,44,1
"693",2,0,2,1
"694",2,0,2,1
"695",85,0,85,1
"696",78,0,78,1
"697",69,0,23,0
"698",90,0,90,1
"699",74,0,74,1
"700",6,0,6,1
"701",44,0,44,1
"702",75,0,75,1
"703",18,0,23,0
"704",23,0,23,1
"705",44,0,44,1
"706",44,0,44,1
"707",69,0,23,0
"708",74,0,74,1
"709",18,0,23,0
"710",98,0,98,1
"711",4,0,4,1
"712",4,0,4,1
"713",2,0,2,1
"714",64,0,64,1
"715",23,0,23,1
"716",13,0,13,1
"717",3,0,3,1
"718",2,0,2,1
"719",2,0,2,1
"720",70,0,23,0
"721",4,0,4,1
"722",51,0,51,1
"723",21,0,47,0
"724",51,0,51,1
"725",55,0,55,1
"726",26,0,26,1
"727",53,0,47,0
"728",79,0,47,0
"729",47,0,55,0
"730",2,0,2,1
"731",2,0,2,1
"732",5,0,5,1
"733",55,0,55,1
"734",50,0,50,1
"735",47,0,47,1
"736",48,0,48,1
"737",36,0,36,1
"738",2,0,2,1
"739",43,0,43,1
"740",28,0,47,0
"741",74,0,74,1
"742",72,0,72,1
"743",93,0,93,1
"744",74,0,74,1
"745",59,0,59,1
"746",44,0,44,1
"747",26,0,26,1
"748",42,0,42,1
"749",69,0,69,1
"750",47,0,47,1
"751",47,0,47,1
"752",55,0,55,1
"753",47,0,47,1
"754",3,0,3,1
"755",47,0,47,1
"756",43,0,43,1
"757",27,0,27,1
"758",42,0,42,1
"759",10,0,8,0
"760",74,0,74,1
"761",68,0,68,1
"762",33,0,33,1
"763",98,0,98,1
"764",50,0,50,1
"765",19,0,19,1
"766",19,0,19,1
"767",94,0,18,0
"768",3,0,3,1
"769",80,0,80,1
"770",28,0,28,1
"771",92,0,92,1
"772",78,0,78,1
"773",3,0,3,1
"774",94,0,94,1
"775",93,0,18,0
"776",19,0,19,1
"777",78,0,78,1
"778",68,0,68,1
"779",39,0,39,1
"780",95,0,95,1
"781",18,0,18,1
"782",68,0,68,1
"783",75,0,75,1
"784",52,0,52,1
"785",73,0,72,0
"786",33,0,33,1
"787",33,0,33,1
"788",88,0,88,1
"789",43,0,43,1
"790",68,0,68,1
"791",8,0,18,0
"792",67,0,67,1
"793",88,0,88,1
"794",2,0,2,1
"795",88,0,88,1
"796",19,0,19,1
"797",53,0,53,1
"798",36,0,18,0
"799",33,0,33,1
"800",33,0,33,1
"801",8,0,8,1
"802",65,0,65,1
"803",41,0,41,1
"804",78,0,65,0
"805",3,0,3,1
"806",92,0,82,0
"807",78,0,78,1
"808",82,0,82,1
"809",34,0,34,1
"810",65,0,65,1
"811",18,0,18,1
"812",4,0,3,0
"813",18,0,18,1
"814",79,0,79,1
"815",82,0,82,1
"816",70,0,70,1
"817",59,0,59,1
"818",34,0,34,1
"819",2,0,2,1
"820",85,0,85,1
"821",87,0,65,0
"822",98,0,65,0
"823",91,0,65,0
"824",18,0,18,1
"825",18,0,18,1
"826",74,0,74,1
"827",19,0,18,0
"828",79,0,79,1
"829",9,0,8,0
"830",14,0,13,0
"831",82,0,82,1
"832",2,0,2,1
"833",7,0,65,0
"834",99,0,99,1
"835",9,0,8,0
"836",13,0,13,1
"837",18,0,18,1
"838",82,0,82,1
"839",38,0,38,1
"840",82,0,82,1
"841",83,0,83,1
"842",42,0,42,1
"843",45,0,33,0
"844",83,0,83,1
"845",57,0,57,1
"846",4,0,4,1
"847",4,0,4,1
"848",4,0,4,1
"849",83,0,83,1
"850",83,0,83,1
"851",39,0,39,1
"852",4,0,4,1
"853",83,0,83,1
"854",11,0,11,1
"855",83,0,83,1
"856",4,0,4,1
"857",41,0,41,1
"858",78,0,78,1
"859",78,0,78,1
"860",41,0,41,1
"861",83,0,83,1
"862",83,0,83,1
"863",14,0,14,1
"864",7,0,7,1
"865",94,0,90,0
"866",6,0,6,1
"867",75,0,75,1
"868",75,0,75,1
"869",41,0,41,1
"870",98,0,33,0
"871",83,0,83,1
"872",83,0,83,1
"873",57,0,57,1
"874",83,0,83,1
"875",25,0,25,1
"876",31,0,33,0
"877",31,0,33,0
"878",97,0,99,0
"879",53,0,53,1
"880",6,0,6,1
"881",5,0,5,1
"882",82,0,82,1
"883",49,0,80,0
"884",3,0,3,1
"885",82,0,80,0
"886",65,0,65,1
"887",80,0,80,1
"888",47,0,47,1
"889",20,0,80,0
"890",40,0,40,1
"891",45,0,45,1
"892",78,0,78,1
"893",85,0,85,1
"894",5,0,5,1
"895",85,0,85,1
"896",20,0,20,1
"897",9,0,9,1
"898",80,0,80,1
"899",83,0,83,1
"900",21,0,80,0
"901",38,0,38,1
"902",12,0,12,1
"903",23,0,80,0
"904",34,0,34,1
"905",31,0,80,0
"906",78,0,78,1
"907",45,0,45,1
"908",85,0,85,1
"909",83,0,83,1
"910",59,0,59,1
"911",6,0,6,1
"912",3,0,3,1
"913",54,0,54,1
"914",67,0,66,0
"915",91,0,93,0
"916",65,0,65,1
"917",65,0,65,1
"918",78,0,78,1
"919",95,0,95,1
"920",80,0,80,1
"921",32,0,32,1
"922",16,0,16,1
"923",77,0,77,1
"924",13,0,13,1
"925",78,0,78,1
"926",75,0,75,1
"927",99,0,99,1
"928",99,0,99,1
"929",78,0,78,1
"930",57,0,57,1
"931",78,0,78,1
"932",99,0,99,1
"933",90,0,90,1
"934",46,0,46,1
"935",20,0,20,1
"936",51,0,51,1
"937",16,0,16,1
"938",59,0,59,1
"939",60,0,60,1
"940",16,0,16,1
"941",46,0,46,1
"942",87,0,87,1
"943",85,0,85,1
"944",87,0,87,1
"945",20,0,20,1
"946",60,0,60,1
"947",77,0,77,1
"948",40,0,40,1
"949",78,0,78,1
"950",23,0,23,1
"951",37,0,37,1
"952",65,0,65,1
"953",79,0,79,1
"954",74,0,74,1
"955",60,0,60,1
"956",16,0,16,1
"957",5,0,5,1
"958",77,0,77,1
"959",17,0,17,1
"960",32,0,32,1
"961",99,0,88,0
"962",99,0,99,1
"963",15,0,15,1
"964",99,0,99,1
"965",77,0,77,1
"966",23,0,22,0
"967",95,0,99,0
"968",99,0,99,1
"969",9,0,99,0
"970",88,0,88,1
"971",18,0,18,1
"972",47,0,99,0
"973",75,0,99,0
"974",38,0,38,1
"975",52,0,52,1
"976",99,0,99,1
"977",38,0,38,1
"978",3,0,3,1
"979",99,0,99,1
"980",99,0,88,0
"981",99,0,99,1
"982",99,0,99,1
"983",21,0,21,1
"984",33,0,99,0
"985",99,0,99,1
"986",99,0,99,1
"987",99,0,88,0
"988",42,0,99,0
"989",99,0,99,1
"990",18,0,18,1
"991",83,0,99,0
"992",44,0,44,1
"993",99,0,99,1
"994",38,0,38,1
"995",99,0,99,1
"996",38,0,38,1
"997",12,0,99,0
"998",38,0,38,1
"999",78,0,77,0
"1000",80,0,99,0
"1001",41,0,41,1
"1002",93,0,93,1
"1003",93,0,93,1
"1004",41,0,41,1
"1005",20,0,20,1
"1006",41,0,41,1
"1007",24,0,24,1
"1008",41,0,41,1
"1009",82,0,82,1
"1010",51,0,51,1
"1011",93,0,93,1
"1012",2,0,2,1
"1013",38,0,38,1
"1014",87,0,87,1
"1015",16,0,16,1
"1016",16,0,16,1
"1017",68,0,68,1
"1018",68,0,68,1
"1019",41,0,41,1
"1020",41,0,41,1
"1021",93,0,93,1
"1022",93,0,93,1
"1023",16,0,16,1
"1024",25,0,25,1
"1025",96,0,96,1
"1026",5,0,5,1
"1027",16,0,16,1
"1028",93,0,93,1
"1029",86,0,86,1
"1030",82,0,82,1
"1031",24,0,24,1
"1032",93,0,93,1
"1033",5,0,5,1
"1034",4,0,17,0
"1035",20,0,16,0
"1036",4,0,4,1
"1037",93,0,93,1
"1038",82,0,82,1
"1039",51,0,51,1
"1040",93,0,93,1
"1041",75,0,75,1
"1042",89,0,90,0
"1043",94,0,94,1
"1044",8,0,8,1
"1045",82,0,82,1
"1046",6,0,6,1
"1047",27,0,27,1
"1048",26,0,26,1
"1049",94,0,94,1
"1050",91,0,91,1
"1051",8,0,8,1
"1052",65,0,72,0
"1053",84,0,84,1
"1054",21,0,21,1
"1055",8,0,8,1
"1056",6,0,6,1
"1057",52,0,52,1
"1058",92,0,72,0
"1059",63,0,72,0
"1060",34,0,34,1
"1061",56,0,56,1
"1062",75,0,75,1
"1063",34,0,34,1
"1064",41,0,41,1
"1065",45,0,45,1
"1066",23,0,23,1
"1067",8,0,8,1
"1068",56,0,56,1
"1069",6,0,6,1
"1070",8,0,8,1
"1071",72,0,72,1
"1072",94,0,94,1
"1073",46,0,46,1
"1074",34,0,34,1
"1075",27,0,27,1
"1076",71,0,72,0
"1077",70,0,70,1
"1078",34,0,34,1
"1079",72,0,34,0
"1080",94,0,94,1
"1081",10,0,10,1
"1082",96,0,94,0
"1083",3,0,3,1
"1084",87,0,87,1
"1085",28,0,28,1
"1086",50,0,50,1
"1087",3,0,3,1
"1088",31,0,31,1
"1089",28,0,28,1
"1090",58,0,58,1
"1091",88,0,88,1
"1092",87,0,87,1
"1093",94,0,94,1
"1094",74,0,74,1
"1095",14,0,14,1
"1096",74,0,74,1
"1097",4,0,4,1
"1098",17,0,17,1
"1099",74,0,74,1
"1100",35,0,35,1
"1101",10,0,10,1
"1102",88,0,88,1
"1103",74,0,74,1
"1104",74,0,74,1
"1105",74,0,74,1
"1106",14,0,14,1
"1107",74,0,74,1
"1108",51,0,51,1
"1109",41,0,41,1
"1110",49,0,49,1
"1111",3,0,3,1
"1112",85,0,85,1
"1113",74,0,74,1
"1114",31,0,31,1
"1115",28,0,28,1
"1116",28,0,28,1
"1117",17,0,17,1
"1118",14,0,14,1
"1119",85,0,85,1
"1120",75,0,75,1
"1121",19,0,19,1
"1122",71,0,71,1
"1123",42,0,42,1
"1124",27,0,27,1
"1125",10,0,10,1
"1126",76,0,76,1
"1127",19,0,19,1
"1128",23,0,23,1
"1129",42,0,42,1
"1130",20,0,20,1
"1131",57,0,57,1
"1132",73,0,73,1
"1133",61,0,61,1
"1134",61,0,61,1
"1135",27,0,27,1
"1136",49,0,49,1
"1137",7,0,7,1
"1138",61,0,61,1
"1139",19,0,19,1
"1140",26,0,26,1
"1141",49,0,49,1
"1142",77,0,77,1
"1143",77,0,77,1
"1144",10,0,10,1
"1145",3,0,3,1
"1146",71,0,71,1
"1147",63,0,61,0
"1148",88,0,88,1
"1149",73,0,73,1
"1150",89,0,89,1
"1151",26,0,26,1
"1152",27,0,27,1
"1153",3,0,3,1
"1154",73,0,73,1
"1155",65,0,65,1
"1156",61,0,61,1
"1157",3,0,3,1
"1158",99,0,71,0
"1159",39,0,39,1
"1160",45,0,71,0
"1161",97,0,97,1
"1162",30,0,30,1
"1163",30,0,30,1
"1164",16,0,16,1
"1165",20,0,20,1
"1166",5,0,6,0
"1167",36,0,36,1
"1168",12,0,12,1
"1169",87,0,87,1
"1170",6,0,6,1
"1171",43,0,43,1
"1172",53,0,53,1
"1173",29,0,29,1
"1174",12,0,12,1
"1175",44,0,44,1
"1176",46,0,29,0
"1177",24,0,24,1
"1178",8,0,8,1
"1179",37,0,36,0
"1180",24,0,24,1
"1181",29,0,29,1
"1182",16,0,16,1
"1183",30,0,30,1
"1184",30,0,30,1
"1185",89,0,89,1
"1186",42,0,42,1
"1187",59,0,59,1
"1188",46,0,46,1
"1189",8,0,8,1
"1190",2,0,2,1
"1191",7,0,7,1
"1192",7,0,7,1
"1193",36,0,36,1
"1194",45,0,45,1
"1195",29,0,8,0
"1196",4,0,4,1
"1197",97,0,97,1
"1198",51,0,51,1
"1199",30,0,30,1
"1200",97,0,97,1
"1201",2,0,2,1
"1202",84,0,84,1
"1203",27,0,27,1
"1204",23,0,23,1
"1205",93,0,93,1
"1206",9,0,9,1
"1207",14,0,14,1
"1208",92,0,92,1
"1209",18,0,18,1
"1210",92,0,92,1
"1211",81,0,81,1
"1212",93,0,93,1
"1213",88,0,14,0
"1214",18,0,18,1
"1215",48,0,17,0
"1216",81,0,81,1
"1217",85,0,85,1
"1218",92,0,92,1
"1219",17,0,17,1
"1220",70,0,70,1
"1221",21,0,14,0
"1222",81,0,81,1
"1223",93,0,93,1
"1224",26,0,26,1
"1225",81,0,81,1
"1226",21,0,14,0
"1227",18,0,18,1
"1228",17,0,17,1
"1229",93,0,93,1
"1230",67,0,67,1
"1231",15,0,15,1
"1232",26,0,26,1
"1233",67,0,67,1
"1234",14,0,14,1
"1235",93,0,93,1
"1236",85,0,85,1
"1237",15,0,15,1
"1238",85,0,85,1
"1239",27,0,27,1
"1240",56,0,56,1
"1241",59,0,98,0
"1242",17,0,17,1
"1243",39,0,39,1
"1244",2,0,2,1
"1245",68,0,68,1
