"","inferred","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"187",8,16,18,0.1,0.05,0,"Binary","MO"
"188",6,16,18,0.1,0.05,0,"Binary","MO"
"189",8,16,18,0.1,0.05,0,"Binary","MO"
"190",11,16,18,0.1,0.05,0,"Binary","MO"
"191",11,16,18,0.1,0.05,0,"Binary","MO"
"192",7,16,18,0.1,0.05,0,"Binary","MO"
"193",11,16,18,0.1,0.05,0,"Binary","MO"
"194",11,16,18,0.1,0.05,0,"Binary","MO"
"195",12,16,18,0.1,0.05,0,"Binary","MO"
"196",12,16,18,0.1,0.05,0,"Binary","MO"
"197",10,16,18,0.1,0.05,0,"Binary","MO"
"198",12,16,18,0.1,0.05,0,"Binary","MO"
"199",7,16,18,0.1,0.05,0,"Binary","MO"
"200",10,16,18,0.1,0.05,0,"Binary","MO"
"201",7,16,18,0.2,0.05,0,"Binary","MO"
"202",6,16,18,0.2,0.05,0,"Binary","MO"
"203",5,16,18,0.2,0.05,0,"Binary","MO"
"204",7,16,18,0.2,0.05,0,"Binary","MO"
"205",6,16,18,0.2,0.05,0,"Binary","MO"
"206",3,16,18,0.2,0.05,0,"Binary","MO"
"207",6,16,18,0.2,0.05,0,"Binary","MO"
"208",6,16,18,0.2,0.05,0,"Binary","MO"
"209",3,16,18,0.2,0.05,0,"Binary","MO"
"210",7,16,18,0.2,0.05,0,"Binary","MO"
"211",6,16,18,0.2,0.05,0,"Binary","MO"
"212",6,16,18,0.2,0.05,0,"Binary","MO"
"213",8,16,18,0.2,0.05,0,"Binary","MO"
"214",7,16,18,0.2,0.05,0,"Binary","MO"
"215",5,16,18,0.2,0.05,0,"Binary","MO"
"216",8,16,18,0.2,0.05,0,"Binary","MO"
"217",5,16,18,0.2,0.05,0,"Binary","MO"
"218",7,16,18,0.2,0.05,0,"Binary","MO"
"219",3,16,18,0.2,0.05,0,"Binary","MO"
"220",4,16,18,0.2,0.05,0,"Binary","MO"
"221",6,16,18,0.2,0.05,0,"Binary","MO"
"222",3,16,18,0.2,0.05,0,"Binary","MO"
"223",7,16,18,0.2,0.05,0,"Binary","MO"
"224",3,16,18,0.2,0.05,0,"Binary","MO"
"225",3,16,18,0.2,0.05,0,"Binary","MO"
"226",6,16,18,0.2,0.05,0,"Binary","MO"
"227",6,16,18,0.2,0.05,0,"Binary","MO"
"228",4,16,18,0.2,0.05,0,"Binary","MO"
"229",6,16,18,0.2,0.05,0,"Binary","MO"
"230",5,16,18,0.2,0.05,0,"Binary","MO"
"231",5,16,18,0.2,0.05,0,"Binary","MO"
"232",6,16,18,0.2,0.05,0,"Binary","MO"
"233",7,16,18,0.2,0.05,0,"Binary","MO"
"234",5,16,18,0.2,0.05,0,"Binary","MO"
"235",7,16,18,0.2,0.05,0,"Binary","MO"
"236",4,16,18,0.2,0.05,0,"Binary","MO"
"237",7,16,18,0.2,0.05,0,"Binary","MO"
"238",3,16,18,0.2,0.05,0,"Binary","MO"
"239",5,16,18,0.2,0.05,0,"Binary","MO"
"240",4,16,18,0.2,0.05,0,"Binary","MO"
"241",7,16,18,0.2,0.05,0,"Binary","MO"
"242",4,16,18,0.2,0.05,0,"Binary","MO"
"243",6,16,18,0.2,0.05,0,"Binary","MO"
"244",10,16,18,0.2,0.05,0,"Binary","MO"
"245",8,16,18,0.2,0.05,0,"Binary","MO"
"246",10,16,18,0.2,0.05,0,"Binary","MO"
"247",3,16,18,0.2,0.05,0,"Binary","MO"
"248",7,16,18,0.2,0.05,0,"Binary","MO"
"249",7,16,18,0.2,0.05,0,"Binary","MO"
"250",5,16,18,0.2,0.05,0,"Binary","MO"
"251",4,16,18,0.2,0.05,0,"Binary","MO"
"252",8,16,18,0.2,0.05,0,"Binary","MO"
"253",6,16,18,0.2,0.05,0,"Binary","MO"
"254",3,16,18,0.2,0.05,0,"Binary","MO"
"255",10,16,18,0.2,0.05,0,"Binary","MO"
"256",7,16,18,0.2,0.05,0,"Binary","MO"
"257",10,16,18,0.2,0.05,0,"Binary","MO"
"258",9,16,18,0.2,0.05,0,"Binary","MO"
"259",6,16,18,0.2,0.05,0,"Binary","MO"
"260",9,16,18,0.2,0.05,0,"Binary","MO"
"261",7,16,18,0.2,0.05,0,"Binary","MO"
"262",4,16,18,0.2,0.05,0,"Binary","MO"
"263",4,16,18,0.2,0.05,0,"Binary","MO"
"264",8,16,18,0.2,0.05,0,"Binary","MO"
"265",7,16,18,0.2,0.05,0,"Binary","MO"
"266",4,16,18,0.2,0.05,0,"Binary","MO"
"267",5,16,18,0.2,0.05,0,"Binary","MO"
"268",7,16,18,0.2,0.05,0,"Binary","MO"
"269",4,16,18,0.2,0.05,0,"Binary","MO"
"270",7,16,18,0.2,0.05,0,"Binary","MO"
"271",7,16,18,0.2,0.05,0,"Binary","MO"
"272",9,16,18,0.2,0.05,0,"Binary","MO"
"273",10,16,18,0.2,0.05,0,"Binary","MO"
"274",10,16,18,0.2,0.05,0,"Binary","MO"
"275",6,16,18,0.2,0.05,0,"Binary","MO"
"276",2,16,18,0.2,0.05,0,"Binary","MO"
"277",4,16,18,0.2,0.05,0,"Binary","MO"
"278",7,16,18,0.2,0.05,0,"Binary","MO"
"279",8,16,18,0.2,0.05,0,"Binary","MO"
"280",2,16,18,0.2,0.05,0,"Binary","MO"
"281",8,16,18,0.2,0.05,0,"Binary","MO"
"282",4,16,18,0.2,0.05,0,"Binary","MO"
"283",6,16,18,0.2,0.05,0,"Binary","MO"
"284",3,16,18,0.2,0.05,0,"Binary","MO"
"285",11,16,18,0.2,0.05,0,"Binary","MO"
"286",10,16,18,0.2,0.05,0,"Binary","MO"
"287",7,16,18,0.2,0.05,0,"Binary","MO"
"288",5,16,18,0.2,0.05,0,"Binary","MO"
"289",4,16,18,0.2,0.05,0,"Binary","MO"
"290",5,16,18,0.2,0.05,0,"Binary","MO"
"291",3,16,18,0.2,0.05,0,"Binary","MO"
"292",3,16,18,0.2,0.05,0,"Binary","MO"
"293",5,16,18,0.2,0.05,0,"Binary","MO"
"294",6,16,18,0.2,0.05,0,"Binary","MO"
"295",4,16,18,0.2,0.05,0,"Binary","MO"
"296",5,16,18,0.2,0.05,0,"Binary","MO"
"297",4,16,18,0.2,0.05,0,"Binary","MO"
"298",4,16,18,0.2,0.05,0,"Binary","MO"
"299",7,16,18,0.2,0.05,0,"Binary","MO"
"300",4,16,18,0.2,0.05,0,"Binary","MO"
"301",4,16,18,0.4,0.05,0,"Binary","MO"
"302",3,16,18,0.4,0.05,0,"Binary","MO"
"303",2,16,18,0.4,0.05,0,"Binary","MO"
"304",2,16,18,0.4,0.05,0,"Binary","MO"
"305",5,16,18,0.4,0.05,0,"Binary","MO"
"306",3,16,18,0.4,0.05,0,"Binary","MO"
"307",1,16,18,0.4,0.05,0,"Binary","MO"
"308",3,16,18,0.4,0.05,0,"Binary","MO"
"309",1,16,18,0.4,0.05,0,"Binary","MO"
"310",4,16,18,0.4,0.05,0,"Binary","MO"
"311",5,16,18,0.4,0.05,0,"Binary","MO"
"312",1,16,18,0.4,0.05,0,"Binary","MO"
"313",4,16,18,0.4,0.05,0,"Binary","MO"
"314",1,16,18,0.4,0.05,0,"Binary","MO"
"315",1,16,18,0.4,0.05,0,"Binary","MO"
"316",1,16,18,0.4,0.05,0,"Binary","MO"
"317",2,16,18,0.4,0.05,0,"Binary","MO"
"318",2,16,18,0.4,0.05,0,"Binary","MO"
"319",1,16,18,0.4,0.05,0,"Binary","MO"
"320",2,16,18,0.4,0.05,0,"Binary","MO"
"321",1,16,18,0.4,0.05,0,"Binary","MO"
"322",3,16,18,0.4,0.05,0,"Binary","MO"
"323",3,16,18,0.4,0.05,0,"Binary","MO"
"324",1,16,18,0.4,0.05,0,"Binary","MO"
"325",3,16,18,0.4,0.05,0,"Binary","MO"
"326",1,16,18,0.4,0.05,0,"Binary","MO"
"327",3,16,18,0.4,0.05,0,"Binary","MO"
"328",2,16,18,0.4,0.05,0,"Binary","MO"
"329",2,16,18,0.4,0.05,0,"Binary","MO"
"330",1,16,18,0.4,0.05,0,"Binary","MO"
"331",4,16,18,0.4,0.05,0,"Binary","MO"
"332",2,16,18,0.4,0.05,0,"Binary","MO"
"333",3,16,18,0.4,0.05,0,"Binary","MO"
"334",2,16,18,0.4,0.05,0,"Binary","MO"
"335",2,16,18,0.4,0.05,0,"Binary","MO"
"336",0,16,18,0.4,0.05,0,"Binary","MO"
"337",2,16,18,0.4,0.05,0,"Binary","MO"
"338",1,16,18,0.4,0.05,0,"Binary","MO"
"339",4,16,18,0.4,0.05,0,"Binary","MO"
"340",3,16,18,0.4,0.05,0,"Binary","MO"
"341",2,16,18,0.4,0.05,0,"Binary","MO"
"342",0,16,18,0.4,0.05,0,"Binary","MO"
"343",2,16,18,0.4,0.05,0,"Binary","MO"
"344",1,16,18,0.4,0.05,0,"Binary","MO"
"345",4,16,18,0.4,0.05,0,"Binary","MO"
"346",4,16,18,0.4,0.05,0,"Binary","MO"
"347",2,16,18,0.4,0.05,0,"Binary","MO"
"348",2,16,18,0.4,0.05,0,"Binary","MO"
"349",2,16,18,0.4,0.05,0,"Binary","MO"
"350",1,16,18,0.4,0.05,0,"Binary","MO"
"351",1,16,18,0.4,0.05,0,"Binary","MO"
"352",3,16,18,0.4,0.05,0,"Binary","MO"
"353",4,16,18,0.4,0.05,0,"Binary","MO"
"354",4,16,18,0.4,0.05,0,"Binary","MO"
"355",1,16,18,0.4,0.05,0,"Binary","MO"
"356",2,16,18,0.4,0.05,0,"Binary","MO"
"357",3,16,18,0.4,0.05,0,"Binary","MO"
"358",2,16,18,0.4,0.05,0,"Binary","MO"
"359",1,16,18,0.4,0.05,0,"Binary","MO"
"360",6,16,18,0.4,0.05,0,"Binary","MO"
"361",5,16,18,0.4,0.05,0,"Binary","MO"
"362",2,16,18,0.4,0.05,0,"Binary","MO"
"363",2,16,18,0.4,0.05,0,"Binary","MO"
"364",1,16,18,0.4,0.05,0,"Binary","MO"
"365",6,16,18,0.4,0.05,0,"Binary","MO"
"366",4,16,18,0.4,0.05,0,"Binary","MO"
"367",1,16,18,0.4,0.05,0,"Binary","MO"
"368",1,16,18,0.4,0.05,0,"Binary","MO"
"369",0,16,18,0.4,0.05,0,"Binary","MO"
"370",2,16,18,0.4,0.05,0,"Binary","MO"
"371",1,16,18,0.4,0.05,0,"Binary","MO"
"372",0,16,18,0.4,0.05,0,"Binary","MO"
"373",0,16,18,0.4,0.05,0,"Binary","MO"
"374",4,16,18,0.4,0.05,0,"Binary","MO"
"375",3,16,18,0.4,0.05,0,"Binary","MO"
"376",3,16,18,0.4,0.05,0,"Binary","MO"
"377",4,16,18,0.4,0.05,0,"Binary","MO"
"378",2,16,18,0.4,0.05,0,"Binary","MO"
"379",7,16,18,0.4,0.05,0,"Binary","MO"
"380",3,16,18,0.4,0.05,0,"Binary","MO"
"381",3,16,18,0.4,0.05,0,"Binary","MO"
"382",1,16,18,0.4,0.05,0,"Binary","MO"
"383",3,16,18,0.4,0.05,0,"Binary","MO"
"384",2,16,18,0.4,0.05,0,"Binary","MO"
"385",4,16,18,0.4,0.05,0,"Binary","MO"
"386",4,16,18,0.4,0.05,0,"Binary","MO"
"387",1,16,18,0.4,0.05,0,"Binary","MO"
"388",3,16,18,0.4,0.05,0,"Binary","MO"
"389",2,16,18,0.4,0.05,0,"Binary","MO"
"390",2,16,18,0.4,0.05,0,"Binary","MO"
"391",2,16,18,0.4,0.05,0,"Binary","MO"
"392",4,16,18,0.4,0.05,0,"Binary","MO"
"393",1,16,18,0.4,0.05,0,"Binary","MO"
"394",0,16,18,0.4,0.05,0,"Binary","MO"
"395",0,16,18,0.4,0.05,0,"Binary","MO"
"396",2,16,18,0.4,0.05,0,"Binary","MO"
"397",1,16,18,0.4,0.05,0,"Binary","MO"
"398",2,16,18,0.4,0.05,0,"Binary","MO"
"399",4,16,18,0.4,0.05,0,"Binary","MO"
"400",3,16,18,0.4,0.05,0,"Binary","MO"
"401",10,16,18,0.05,0.1,0,"Binary","MO"
"402",11,16,18,0.05,0.1,0,"Binary","MO"
"403",8,16,18,0.05,0.1,0,"Binary","MO"
"404",10,16,18,0.05,0.1,0,"Binary","MO"
"405",9,16,18,0.05,0.1,0,"Binary","MO"
"406",9,16,18,0.05,0.1,0,"Binary","MO"
"407",10,16,18,0.05,0.1,0,"Binary","MO"
"408",11,16,18,0.05,0.1,0,"Binary","MO"
"409",13,16,18,0.05,0.1,0,"Binary","MO"
"410",8,16,18,0.05,0.1,0,"Binary","MO"
"411",11,16,18,0.05,0.1,0,"Binary","MO"
"412",8,16,18,0.05,0.1,0,"Binary","MO"
"413",9,16,18,0.05,0.1,0,"Binary","MO"
"414",14,16,18,0.05,0.1,0,"Binary","MO"
"415",6,16,18,0.05,0.1,0,"Binary","MO"
"416",12,16,18,0.05,0.1,0,"Binary","MO"
"417",9,16,18,0.05,0.1,0,"Binary","MO"
"418",7,16,18,0.05,0.1,0,"Binary","MO"
"419",10,16,18,0.05,0.1,0,"Binary","MO"
"420",14,16,18,0.05,0.1,0,"Binary","MO"
"421",10,16,18,0.05,0.1,0,"Binary","MO"
"422",9,16,18,0.05,0.1,0,"Binary","MO"
"423",11,16,18,0.05,0.1,0,"Binary","MO"
"424",2,16,18,0.05,0.1,0,"Binary","MO"
"425",16,16,18,0.05,0.1,0,"Binary","MO"
"426",11,16,18,0.05,0.1,0,"Binary","MO"
"427",8,16,18,0.05,0.1,0,"Binary","MO"
"428",11,16,18,0.05,0.1,0,"Binary","MO"
"429",11,16,18,0.05,0.1,0,"Binary","MO"
"430",7,16,18,0.05,0.1,0,"Binary","MO"
"431",13,16,18,0.05,0.1,0,"Binary","MO"
"432",12,16,18,0.05,0.1,0,"Binary","MO"
"433",13,16,18,0.05,0.1,0,"Binary","MO"
"434",13,16,18,0.05,0.1,0,"Binary","MO"
"435",9,16,18,0.05,0.1,0,"Binary","MO"
"436",14,16,18,0.05,0.1,0,"Binary","MO"
"437",8,16,18,0.05,0.1,0,"Binary","MO"
"438",8,16,18,0.05,0.1,0,"Binary","MO"
"439",11,16,18,0.05,0.1,0,"Binary","MO"
"440",9,16,18,0.05,0.1,0,"Binary","MO"
"441",9,16,18,0.05,0.1,0,"Binary","MO"
"442",10,16,18,0.05,0.1,0,"Binary","MO"
"443",13,16,18,0.05,0.1,0,"Binary","MO"
"444",14,16,18,0.05,0.1,0,"Binary","MO"
"445",6,16,18,0.05,0.1,0,"Binary","MO"
"446",9,16,18,0.05,0.1,0,"Binary","MO"
"447",11,16,18,0.05,0.1,0,"Binary","MO"
"448",13,16,18,0.05,0.1,0,"Binary","MO"
"449",11,16,18,0.05,0.1,0,"Binary","MO"
"450",14,16,18,0.05,0.1,0,"Binary","MO"
"451",15,16,18,0.05,0.1,0,"Binary","MO"
"452",9,16,18,0.05,0.1,0,"Binary","MO"
"453",9,16,18,0.05,0.1,0,"Binary","MO"
"454",13,16,18,0.05,0.1,0,"Binary","MO"
"455",10,16,18,0.05,0.1,0,"Binary","MO"
"456",9,16,18,0.05,0.1,0,"Binary","MO"
"457",11,16,18,0.05,0.1,0,"Binary","MO"
"458",9,16,18,0.05,0.1,0,"Binary","MO"
"459",5,16,18,0.05,0.1,0,"Binary","MO"
"460",9,16,18,0.05,0.1,0,"Binary","MO"
"461",12,16,18,0.05,0.1,0,"Binary","MO"
"462",3,16,18,0.05,0.1,0,"Binary","MO"
"463",14,16,18,0.05,0.1,0,"Binary","MO"
"464",11,16,18,0.05,0.1,0,"Binary","MO"
"465",6,16,18,0.05,0.1,0,"Binary","MO"
"466",4,16,18,0.05,0.1,0,"Binary","MO"
"467",9,16,18,0.05,0.1,0,"Binary","MO"
"468",8,16,18,0.05,0.1,0,"Binary","MO"
"469",10,16,18,0.05,0.1,0,"Binary","MO"
"470",15,16,18,0.05,0.1,0,"Binary","MO"
"471",9,16,18,0.05,0.1,0,"Binary","MO"
"472",6,16,18,0.05,0.1,0,"Binary","MO"
"473",11,16,18,0.05,0.1,0,"Binary","MO"
"474",14,16,18,0.05,0.1,0,"Binary","MO"
"475",8,16,18,0.05,0.1,0,"Binary","MO"
"476",9,16,18,0.05,0.1,0,"Binary","MO"
"477",11,16,18,0.05,0.1,0,"Binary","MO"
"478",7,16,18,0.05,0.1,0,"Binary","MO"
"479",14,16,18,0.05,0.1,0,"Binary","MO"
"480",10,16,18,0.05,0.1,0,"Binary","MO"
"481",8,16,18,0.05,0.1,0,"Binary","MO"
"482",13,16,18,0.05,0.1,0,"Binary","MO"
"483",13,16,18,0.05,0.1,0,"Binary","MO"
"484",11,16,18,0.05,0.1,0,"Binary","MO"
"485",10,16,18,0.05,0.1,0,"Binary","MO"
"486",14,16,18,0.05,0.1,0,"Binary","MO"
"487",7,16,18,0.05,0.1,0,"Binary","MO"
"488",8,16,18,0.05,0.1,0,"Binary","MO"
"489",7,16,18,0.05,0.1,0,"Binary","MO"
"490",6,16,18,0.05,0.1,0,"Binary","MO"
"491",8,16,18,0.05,0.1,0,"Binary","MO"
"492",10,16,18,0.05,0.1,0,"Binary","MO"
"493",9,16,18,0.05,0.1,0,"Binary","MO"
"494",9,16,18,0.05,0.1,0,"Binary","MO"
"495",13,16,18,0.05,0.1,0,"Binary","MO"
"496",5,16,18,0.05,0.1,0,"Binary","MO"
"497",10,16,18,0.05,0.1,0,"Binary","MO"
